account_no,holder_name,holder_address,bank_name,account_type,opened_date,avg_monthly_deposit_pkr
PK27-2276671969,Sufyan Tarar,مکان 111 گلی 1 Cantt Multan,JS Bank,Savings,2023-02-11,4483274
PK41-5317687517,Sufyan Tarar,"House 111, Street 1, Cantt, Multan",Askari Bank,Savings,2020-06-07,2290540
PK10-1235063106,Mian Qasim Siddiqui,H#230 St-5 BahriaPhase4 Rawalpindi,Allied Bank,Current,2022-06-29,2726442
PK95-8225154392,Syed Qasim Siddiqui,مکان 230 گلی 5 Bahria Phase 4 راولپنڈی,UBL,Foreign Currency,2020-06-19,5586409
PK55-4500853566,Mian Qasim Siddiqui,"House No. 230, Gali 5, Bahria Phase 4, Rawalpindi",Meezan Bank,Savings,2020-11-02,6604477
PK19-2668521396,Qasim Malik,مکان 294 گلی 29 Johar Town لاہور,UBL,Foreign Currency,2020-06-05,6938224
PK14-4907067145,Q. Malik,H#294 St-29 JoharTown Lahore,JS Bank,Savings,2018-06-02,6461157
PK76-4950508062,Qasim ملک,"House No. 294, Gali 29, Johar Town, Lahore",HBL,Savings,2018-06-27,4491022
PK91-4756034911,Q.Malik,"House 294, Street 29, Johar Town, Lahore",JS Bank,Savings,2021-08-01,7024144
PK70-2155909500,Zara Rizvi,H#338 St-11 SatelliteTown Rawalpindi,Allied Bank,Savings,2022-03-21,2434669
PK37-4909946117,Z. Rizvi,"House No. 338, Gali 11, Satellite Town, Rawalpindi",Bank Alfalah,Savings,2020-05-02,6884181
PK34-6286031028,Malik Zara Rizvi,"House 338, Street 11, Satellite Town, Rawalpindi",Askari Bank,Foreign Currency,2023-07-24,1544249
PK74-2467852748,Malik Danish Rizvi,مکان 1 گلی 26 Wapda Town لاہور,Askari Bank,Current,2024-08-07,4153607
PK41-6352662405,D. Rizvi,مکان 1 گلی 26 Wapda Town لاہور,MCB,Current,2019-09-09,2626509
PK90-2515073214,D. Rizvi,"House 1, Street 26, Wapda Town, Lahore",MCB,Savings,2024-04-23,4613298
PK66-8553524352,Danish Rizvi,"House 1, Street 26, Wapda Town, Lahore",Meezan Bank,Foreign Currency,2023-06-29,6534173
PK46-9264204717,Arsalan Sandhu,H#196 St-40 UniversityTown Peshawar,JS Bank,Current,2019-01-24,6676296
PK14-3145471675,Arsalan Sandhu,"House 196, Street 40, University Town, Peshawar",Allied Bank,Foreign Currency,2023-06-07,3750095
PK25-6175603835,A. Sandhu,H#196 St-40 UniversityTown Peshawar,JS Bank,Current,2022-07-23,4706261
PK71-3915215966,Anas Awan,"House 262, Street 22, Gulshan-e-Iqbal, Karachi",Meezan Bank,Foreign Currency,2023-07-16,5990811
PK95-5630754553,Anas Awan,مکان 262 گلی 22 Gulshan-e-Iqbal کراچی,UBL,Savings,2019-11-21,6490086
PK90-2031534912,Anas Awan,"House No. 262, Gali 22, Gulshan-e-Iqbal, Karachi",Askari Bank,Savings,2021-06-24,3020339
PK43-8579788236,A.Awan,"House No. 262, Gali 22, Gulshan-e-Iqbal, Karachi",Askari Bank,Savings,2019-06-05,7362127
PK75-9067630209,Rana Gul Zaidi,H#321 St-34 ShahRukn-e-Alam Multan,Meezan Bank,Savings,2020-12-23,5324969
PK91-1600378370,Chaudhary Gul Zaidi,H#321 St-34 ShahRukn-e-Alam Multan,JS Bank,Foreign Currency,2020-05-03,7768711
PK73-7787583342,G. Zaidi,"House No. 321, Gali 34, Shah Rukn-e-Alam, Multan",Askari Bank,Savings,2022-07-20,5571070
PK40-2521721454,D. Sheikh,"House No. 342, Gali 30, North Nazimabad, Karachi",MCB,Foreign Currency,2021-03-05,1664805
PK10-7631473939,D. Sheikh,مکان 342 گلی 30 North Nazimabad کراچی,Askari Bank,Savings,2020-09-18,7691708
PK74-4994489642,Farhan Niazi,"House No. 83, Gali 8, Peoples Colony, Faisalabad",HBL,Savings,2019-12-04,6747458
PK94-3254287491,F.Niazi,مکان 83 گلی 8 Peoples Colony Faisalabad,Askari Bank,Foreign Currency,2019-11-19,6708297
PK42-8068391401,Farhan Niazi,"House No. 83, Gali 8, Peoples Colony, Faisalabad",HBL,Foreign Currency,2022-01-22,7615728
PK59-9956699948,F. Niazi,"House 83, Street 8, Peoples Colony, Faisalabad",Bank Alfalah,Foreign Currency,2022-05-14,7589495
PK83-3518003659,Sardar Laiba Rajput,"House 93, Street 13, Cantt, Multan",MCB,Foreign Currency,2024-01-30,2229834
PK90-3217381436,Malik Laiba Rajput,"House No. 93, Gali 13, Cantt, Multan",Bank Alfalah,Current,2018-04-23,1240254
PK90-6732589213,Syed Laiba Rajput,H#93 St-13 Cantt Multan,Meezan Bank,Savings,2018-03-27,1836815
PK25-7411421632,Gul Bukhari,H#341 St-4 ShahRukn-e-Alam Multan,HBL,Foreign Currency,2021-10-24,2200819
PK41-5106475408,Gul Bukhari,"House No. 341, Gali 4, Shah Rukn-e-Alam, Multan",Bank Alfalah,Savings,2022-11-10,5681678
PK16-2397556823,Yasir Awan,مکان 294 گلی 15 G-13/1 اسلام آباد,Askari Bank,Savings,2020-09-06,5392415
PK78-3293096396,Yasir Awan,"House 294, Street 15, G-13/1, Islamabad",Allied Bank,Current,2018-06-28,3654329
PK50-3755713019,Yasir Awan,مکان 294 گلی 15 G-13/1 اسلام آباد,UBL,Current,2018-01-17,1881431
PK25-7803936883,Y.Awan,مکان 294 گلی 15 G-13/1 اسلام آباد,Bank Alfalah,Current,2024-06-30,5573536
PK30-4329923921,Sardar Wajahat Bhatti,H#202 St-25 PeoplesColony Faisalabad,HBL,Current,2023-03-05,6586900
PK64-8223547288,W.Bhatti,"House No. 202, Gali 25, Peoples Colony, Faisalabad",MCB,Savings,2021-10-13,3995673
PK70-7039760167,Wajahat Bhatti,"House 202, Street 25, Peoples Colony, Faisalabad",HBL,Savings,2023-11-18,1547695
PK80-2435356288,حسن Ansari,مکان 78 گلی 19 F-8/3 اسلام آباد,Allied Bank,Savings,2018-08-04,2387045
PK87-2390025224,H.Ansari,"House No. 78, Gali 19, F-8/3, Islamabad",MCB,Savings,2021-08-27,6785943
PK71-2840125704,Mehwish Sandhu,"House 148, Street 4, Clifton Block 2, Karachi",Allied Bank,Current,2022-07-14,4628800
PK81-2882231468,M.Sandhu,"House 148, Street 4, Clifton Block 2, Karachi",JS Bank,Savings,2025-04-20,6949510
PK23-9771918838,G. Bangash,"House 4, Street 12, Gulbahar, Peshawar",MCB,Foreign Currency,2022-03-08,5283742
PK78-6073879795,Gul Bangash,"House No. 4, Gali 12, Gulbahar, Peshawar",HBL,Current,2023-09-26,4002561
PK52-2716865989,K. Kazmi,H#275 St-24 DHAPhase6 Karachi,Bank Alfalah,Current,2021-02-12,1984196
PK16-8672603281,K. Kazmi,مکان 275 گلی 24 DHA Phase 6 کراچی,HBL,Savings,2018-04-30,4071586
PK42-3272763669,Khadija Kazmi,H#275 St-24 DHAPhase6 Karachi,JS Bank,Foreign Currency,2022-10-29,5392386
PK42-9296613459,Sardar Waqas Kakar,"House 110, Street 4, Gulberg III, Lahore",Askari Bank,Savings,2018-11-13,1789385
PK77-7635514837,Malik Waqas Kakar,"House 110, Street 4, Gulberg III, Lahore",Bank Alfalah,Foreign Currency,2023-03-08,1478681
PK95-7899400036,W. Kakar,H#110 St-4 GulbergIII Lahore,HBL,Current,2019-06-16,2401034
PK48-5173479077,Bilal Gill,"House No. 114, Gali 36, Gulgasht, Multan",Allied Bank,Savings,2022-08-15,4512753
PK34-9325014800,Bilal Gill,مکان 114 گلی 36 Gulgasht Multan,UBL,Current,2025-01-01,5619582
PK77-6279917540,بلال Gill,H#114 St-36 Gulgasht Multan,JS Bank,Foreign Currency,2021-11-06,6240786
PK12-3165083487,Rana Zeeshan Sheikh,"House No. 71, Gali 2, Clifton Block 2, Karachi",MCB,Foreign Currency,2023-03-24,2058353
PK42-9149870918,Zeeshan شیخ,"House No. 71, Gali 2, Clifton Block 2, Karachi",UBL,Foreign Currency,2018-06-01,1343608
PK33-7678288548,Mian Atif Malik,مکان 130 گلی 27 Bahria Phase 4 راولپنڈی,Allied Bank,Foreign Currency,2021-05-12,5387608
PK40-5368314972,Syed Atif Malik,"House No. 130, Gali 27, Bahria Phase 4, Rawalpindi",HBL,Savings,2022-02-24,5952330
PK14-1268954280,A. Malik,"House No. 130, Gali 27, Bahria Phase 4, Rawalpindi",Meezan Bank,Savings,2018-10-14,1579211
PK92-8036876239,H.Joiya,"House 212, Street 17, Gulbahar, Peshawar",Askari Bank,Foreign Currency,2023-09-29,2622306
PK45-9434785501,H.Joiya,H#212 St-17 Gulbahar Peshawar,Bank Alfalah,Current,2023-02-07,1305543
PK98-9522071438,M. Orakzai,"House 202, Street 35, Model Town, Lahore",HBL,Savings,2023-09-22,1921193
PK14-9214537074,Mian Muhammad Orakzai,مکان 202 گلی 35 Model Town لاہور,HBL,Savings,2023-05-15,6350344
PK47-6276420263,H. Sial,H#172 St-17 CliftonBlock2 Karachi,JS Bank,Current,2023-05-12,3610475
PK17-8967423086,Haris Sial,H#172 St-17 CliftonBlock2 Karachi,Meezan Bank,Current,2025-09-15,4696750
PK70-7852916146,Haris Sial,"House No. 172, Gali 17, Clifton Block 2, Karachi",Meezan Bank,Savings,2022-07-27,5971499
PK97-4052831128,Mian Haris Sial,"House 172, Street 17, Clifton Block 2, Karachi",UBL,Savings,2018-01-05,6307962
PK96-7126774538,Saad Mehsud,"House No. 199, Gali 12, G-10/2, Islamabad",Allied Bank,Savings,2018-04-09,5286153
PK91-8198557567,Saad Mehsud,مکان 199 گلی 12 G-10/2 اسلام آباد,HBL,Current,2019-09-13,2469741
PK55-7763137209,Saad Mehsud,"House 199, Street 12, G-10/2, Islamabad",JS Bank,Current,2019-06-26,7567246
PK22-7514654922,A. Saddozai,مکان 30 گلی 15 Peoples Colony Faisalabad,MCB,Current,2022-06-15,2062507
PK89-6956269063,A. Saddozai,"House 30, Street 15, Peoples Colony, Faisalabad",UBL,Savings,2023-08-11,2702282
PK93-2370108011,A.Saddozai,مکان 30 گلی 15 Peoples Colony Faisalabad,JS Bank,Savings,2023-08-29,6236305
PK47-6967992358,A. Saddozai,"House 30, Street 15, Peoples Colony, Faisalabad",UBL,Savings,2021-08-20,6582421
PK53-1505674859,Farhan Gondal,مکان 237 گلی 39 Johar Town لاہور,HBL,Savings,2023-09-05,6346188
PK33-7024939178,F.Gondal,مکان 237 گلی 39 Johar Town لاہور,HBL,Savings,2025-06-02,2998797
PK78-3985889522,Syed Farhan Gondal,"House 237, Street 39, Johar Town, Lahore",HBL,Foreign Currency,2022-09-29,2220979
PK19-5843754746,Mansoor Rajput,مکان 49 گلی 3 North Nazimabad کراچی,Allied Bank,Current,2021-11-02,6608455
PK38-5984177108,Haji Mansoor Rajput,"House 49, Street 3, North Nazimabad, Karachi",HBL,Current,2021-11-17,7964328
PK83-3245812184,M.Rajput,H#49 St-3 NorthNazimabad Karachi,JS Bank,Current,2020-10-31,5413105
PK69-4952479931,M. Rajput,"House 49, Street 3, North Nazimabad, Karachi",Bank Alfalah,Savings,2024-06-10,4723566
PK92-7181922407,Noor Siddiqui,"House No. 215, Gali 38, Wapda Town, Lahore",Allied Bank,Foreign Currency,2021-06-17,4334613
PK55-1301515332,Noor Siddiqui,مکان 215 گلی 38 Wapda Town لاہور,Meezan Bank,Savings,2019-03-11,2619417
PK20-7496466471,Noor Siddiqui,"House No. 215, Gali 38, Wapda Town, Lahore",Bank Alfalah,Current,2019-05-14,5589789
PK76-6755646994,Noor Siddiqui,"House 215, Street 38, Wapda Town, Lahore",MCB,Foreign Currency,2019-06-11,5345785
PK28-6183827591,Rana Kamran Khan,"House 235, Street 20, D Ground, Faisalabad",JS Bank,Foreign Currency,2023-01-25,3659723
PK99-9329572597,K. Khan,"House No. 235, Gali 20, D Ground, Faisalabad",Askari Bank,Savings,2019-11-21,2250073
PK69-6722484956,Kamran Khan,مکان 235 گلی 20 D Ground Faisalabad,Askari Bank,Savings,2020-03-28,7803047
PK93-9996293351,Chaudhary Faisal Zaidi,H#285 St-13 DGround Faisalabad,Meezan Bank,Savings,2022-03-30,2261198
PK90-2898943823,F.Zaidi,"House No. 285, Gali 13, D Ground, Faisalabad",Askari Bank,Current,2020-01-26,3959066
PK63-8440979237,Faisal Zaidi,"House No. 285, Gali 13, D Ground, Faisalabad",Bank Alfalah,Current,2019-05-20,1440779
PK49-6078333428,Faisal Zaidi,"House 285, Street 13, D Ground, Faisalabad",MCB,Savings,2020-09-21,5376797
PK62-9210786897,B. Khan,مکان 109 گلی 3 G-10/2 اسلام آباد,UBL,Savings,2018-11-22,3084990
PK76-7102191040,Sardar Bilal Khan,"House No. 109, Gali 3, G-10/2, Islamabad",MCB,Savings,2021-02-04,1510693
PK54-9046992093,Malik Bilal Khan,مکان 109 گلی 3 G-10/2 اسلام آباد,Meezan Bank,Current,2025-07-27,7238928
PK83-1225919686,Bilal Khan,H#109 St-3 G-10/2 Islamabad,Meezan Bank,Savings,2018-03-24,3001829
PK39-3111609722,Imran Orakzai,مکان 119 گلی 18 G-10/2 اسلام آباد,Bank Alfalah,Current,2022-12-24,2608573
PK52-5169023326,عمران Orakzai,مکان 119 گلی 18 G-10/2 اسلام آباد,Allied Bank,Savings,2021-10-27,2706234
PK72-3272271742,Sardar Imran Orakzai,مکان 119 گلی 18 G-10/2 اسلام آباد,HBL,Savings,2024-09-16,5226521
PK41-2747678338,Z.Mehsud,مکان 167 گلی 11 Wapda Town لاہور,Askari Bank,Current,2025-11-07,2337088
PK91-6410359871,Malik Zeeshan Mehsud,مکان 167 گلی 11 Wapda Town لاہور,JS Bank,Current,2024-06-26,1500077
PK76-1309642603,Z.Mehsud,H#167 St-11 WapdaTown Lahore,MCB,Savings,2021-06-03,1545630
PK49-5925085408,Sadia Gondal,مکان 70 گلی 38 Westridge راولپنڈی,Allied Bank,Foreign Currency,2025-08-26,7704402
PK31-7231542405,Sardar Sadia Gondal,"House 70, Street 38, Westridge, Rawalpindi",JS Bank,Current,2022-06-16,1786707
PK48-6159856466,Sadia Gondal,"House No. 70, Gali 38, Westridge, Rawalpindi",Allied Bank,Current,2024-12-02,4703480
PK71-6326217247,Tooba Bhatti,مکان 217 گلی 38 Westridge راولپنڈی,UBL,Current,2021-07-10,5064922
PK38-1861660817,Tooba Bhatti,"House 217, Street 38, Westridge, Rawalpindi",Askari Bank,Savings,2023-09-15,5297198
PK21-9462698096,Tooba Bhatti,"House 217, Street 38, Westridge, Rawalpindi",Bank Alfalah,Foreign Currency,2024-12-02,2929383
PK67-5923396943,Haji Tooba Bhatti,"House 217, Street 38, Westridge, Rawalpindi",Allied Bank,Savings,2018-02-02,4262744
PK51-5230765192,R.Rizvi,H#387 St-30 HayatabadPhase3 Peshawar,HBL,Current,2024-07-18,6309640
PK12-5230902991,Rabia Rizvi,H#387 St-30 HayatabadPhase3 Peshawar,HBL,Savings,2025-01-07,5112684
PK52-9690048340,Ahmed Cheema,H#385 St-28 MadinaTown Faisalabad,Meezan Bank,Current,2019-12-22,2087251
PK67-8251005686,A.Cheema,مکان 385 گلی 28 Madina Town Faisalabad,Meezan Bank,Savings,2025-05-02,3969298
PK11-7846541267,Ahmed Cheema,"House 385, Street 28, Madina Town, Faisalabad",JS Bank,Current,2021-08-29,4389359
PK99-4543129287,Rana Ahmed Cheema,H#385 St-28 MadinaTown Faisalabad,Bank Alfalah,Foreign Currency,2021-11-19,2362092
PK74-4376682490,Zafar Kazmi,H#164 St-23 Gulshan-e-Iqbal Karachi,Askari Bank,Savings,2025-12-10,2377594
PK44-7270056445,Zafar Kazmi,"House No. 164, Gali 23, Gulshan-e-Iqbal, Karachi",MCB,Foreign Currency,2020-01-25,3928171
PK92-4657342518,Malik Zafar Kazmi,H#164 St-23 Gulshan-e-Iqbal Karachi,Meezan Bank,Current,2023-08-21,6737813
PK39-9406402635,Zafar Kazmi,H#164 St-23 Gulshan-e-Iqbal Karachi,UBL,Current,2020-05-24,4171799
PK60-4084970778,Tariq بٹ,"House No. 336, Gali 11, DHA Phase 5, Lahore",JS Bank,Foreign Currency,2022-07-09,6131260
PK12-4399135507,T.Butt,"House No. 336, Gali 11, DHA Phase 5, Lahore",JS Bank,Savings,2023-01-04,5841194
PK51-9770912325,T.Butt,"House 336, Street 11, DHA Phase 5, Lahore",HBL,Savings,2020-12-11,3571065
PK73-4866461717,R.Tareen,مکان 239 گلی 2 Wapda Town لاہور,MCB,Current,2022-09-25,4005891
PK37-9776299377,Rauf Tareen,"House No. 239, Gali 2, Wapda Town, Lahore",MCB,Current,2021-12-29,7026887
PK57-6845314254,Rauf Tareen,مکان 239 گلی 2 Wapda Town لاہور,UBL,Current,2022-03-22,7856025
PK79-2339376639,T.Janjua,مکان 104 گلی 30 Westridge راولپنڈی,UBL,Savings,2021-12-06,6832870
PK58-2940479362,Talha Janjua,مکان 104 گلی 30 Westridge راولپنڈی,Meezan Bank,Current,2024-02-04,4013926
PK65-1774476076,T.Janjua,"House 104, Street 30, Westridge, Rawalpindi",Askari Bank,Foreign Currency,2022-05-27,5156122
PK81-3974946758,Talha Janjua,H#104 St-30 Westridge Rawalpindi,MCB,Savings,2019-03-23,2379327
PK78-5909962257,Fahad Janjua,مکان 50 گلی 34 Clifton Block 2 کراچی,MCB,Current,2020-09-23,5547226
PK68-7754018779,F. Janjua,"House 50, Street 34, Clifton Block 2, Karachi",Allied Bank,Current,2020-10-14,1549972
PK62-4322723377,Nadeem Kayani,H#73 St-37 WapdaTown Lahore,JS Bank,Foreign Currency,2020-07-27,5932863
PK98-4903270522,Syed Nadeem Kayani,H#73 St-37 WapdaTown Lahore,Askari Bank,Savings,2019-03-12,4461687
PK15-5463661545,L.Mughal,"House No. 233, Gali 2, Chaklala Scheme 3, Rawalpindi",JS Bank,Savings,2025-10-24,6563538
PK77-6145627546,L. Mughal,"House No. 233, Gali 2, Chaklala Scheme 3, Rawalpindi",UBL,Foreign Currency,2025-05-15,7707004
PK14-9183685836,Haji Tariq Malik,H#46 St-22 G-13/1 Islamabad,HBL,Savings,2022-11-09,3262816
PK96-3755543143,Tariq ملک,"House 46, Street 22, G-13/1, Islamabad",Allied Bank,Savings,2022-07-15,6321645
PK60-3238201773,Haji Gul Saddozai,"House 3, Street 16, Madina Town, Faisalabad",UBL,Current,2025-06-02,6311163
PK91-2817712261,Haji Gul Saddozai,"House 3, Street 16, Madina Town, Faisalabad",UBL,Foreign Currency,2022-10-29,1421919
PK27-2134234446,Gul Saddozai,"House No. 3, Gali 16, Madina Town, Faisalabad",Askari Bank,Savings,2022-02-10,5987484
PK15-4905108861,G. Saddozai,مکان 3 گلی 16 Madina Town Faisalabad,Bank Alfalah,Savings,2019-06-23,7360063
PK16-7396436929,Ghulam چوہدری,"House 369, Street 24, North Nazimabad, Karachi",Meezan Bank,Current,2024-10-09,2208603
PK13-1447119096,G.Chaudhry,H#369 St-24 NorthNazimabad Karachi,HBL,Savings,2018-09-19,5997763
PK79-6083451706,G.Chaudhry,H#369 St-24 NorthNazimabad Karachi,Bank Alfalah,Current,2022-10-08,7214284
PK68-2824016531,K. Malik,"House No. 227, Gali 19, Hayatabad Phase 3, Peshawar",Allied Bank,Foreign Currency,2024-03-09,2387639
PK43-1993008381,K. Malik,مکان 227 گلی 19 Hayatabad Phase 3 Peshawar,Bank Alfalah,Savings,2018-09-06,3638775
PK98-9906147236,Khalid Malik,"House No. 227, Gali 19, Hayatabad Phase 3, Peshawar",Bank Alfalah,Current,2023-04-04,2289737
PK81-4971157121,K. Malik,"House 227, Street 19, Hayatabad Phase 3, Peshawar",UBL,Savings,2024-10-16,5451588
PK45-5837096615,Anas Bhatti,H#220 St-17 MadinaTown Faisalabad,Meezan Bank,Savings,2024-11-25,6788021
PK66-6987566942,A. Bhatti,H#220 St-17 MadinaTown Faisalabad,Allied Bank,Foreign Currency,2021-01-12,1969789
PK29-7862572814,Anas Bhatti,مکان 220 گلی 17 Madina Town Faisalabad,HBL,Current,2021-12-14,3374860
PK38-8534714701,Anas Bhatti,"House No. 220, Gali 17, Madina Town, Faisalabad",MCB,Foreign Currency,2021-12-08,6747004
PK23-7853009725,Sardar Irfan Mughal,"House 156, Street 23, D Ground, Faisalabad",HBL,Savings,2024-07-21,5502747
PK54-5381986636,I. Mughal,"House No. 156, Gali 23, D Ground, Faisalabad",Meezan Bank,Savings,2018-04-27,5983467
PK70-9675119133,I.Mughal,H#156 St-23 DGround Faisalabad,UBL,Foreign Currency,2024-06-19,5823778
PK26-5862265213,Irfan Mughal,H#156 St-23 DGround Faisalabad,Bank Alfalah,Foreign Currency,2018-04-16,7293039
PK35-3720530215,K. Abbasi,H#206 St-13 Westridge Rawalpindi,Askari Bank,Savings,2021-06-12,2620122
PK96-9964518766,K.Abbasi,"House No. 206, Gali 13, Westridge, Rawalpindi",MCB,Savings,2018-02-04,1739648
PK28-4082188934,Qasim Joiya,H#327 St-9 NorthNazimabad Karachi,Bank Alfalah,Foreign Currency,2021-03-16,3451186
PK32-1356332335,Rana Qasim Joiya,H#327 St-9 NorthNazimabad Karachi,Allied Bank,Savings,2018-12-25,7221940
PK68-5354451525,Mian Qasim Joiya,H#327 St-9 NorthNazimabad Karachi,Bank Alfalah,Current,2020-10-17,1608971
PK78-2422267212,Ubaid Gill,H#60 St-13 GulbergIII Lahore,Askari Bank,Savings,2023-01-06,1999655
PK91-6329964475,U. Gill,H#60 St-13 GulbergIII Lahore,JS Bank,Foreign Currency,2020-01-04,7847277
PK35-6245512779,T. Sandhu,مکان 194 گلی 9 Cantt Multan,Askari Bank,Savings,2021-08-05,5254644
PK70-3147250512,T. Sandhu,مکان 194 گلی 9 Cantt Multan,Bank Alfalah,Foreign Currency,2019-01-26,6987385
PK37-9546547520,T.Sandhu,"House 194, Street 9, Cantt, Multan",HBL,Current,2021-10-01,7568237
PK76-9142378855,Rana Talha Sandhu,مکان 194 گلی 9 Cantt Multan,MCB,Savings,2025-10-26,3628235
PK99-6049118038,Sardar Pervez Gilani,"House No. 82, Gali 32, Gulbahar, Peshawar",JS Bank,Savings,2023-12-23,5355705
PK28-1012854142,Pervez Gilani,"House 82, Street 32, Gulbahar, Peshawar",Askari Bank,Savings,2020-06-07,6731104
PK42-4903297426,Pervez Gilani,H#82 St-32 Gulbahar Peshawar,HBL,Savings,2024-03-17,7581353
PK79-9703752770,Khalid Mehsud,مکان 355 گلی 2 Gulgasht Multan,Bank Alfalah,Savings,2018-03-21,5119152
PK73-7909490712,K.Mehsud,H#355 St-2 Gulgasht Multan,UBL,Current,2022-06-24,1706773
PK14-5667801329,K. Mehsud,H#355 St-2 Gulgasht Multan,Bank Alfalah,Savings,2018-04-11,2896352
PK44-5229912476,Haji Khalid Mehsud,"House No. 355, Gali 2, Gulgasht, Multan",JS Bank,Current,2023-01-07,1292913
PK56-3681858357,Ali Gondal,مکان 176 گلی 34 Cantt Multan,MCB,Foreign Currency,2021-09-19,4395641
PK56-8461716290,Ali Gondal,H#176 St-34 Cantt Multan,Meezan Bank,Savings,2020-09-12,6357077
PK78-5948669483,Ali Gondal,"House No. 176, Gali 34, Cantt, Multan",Meezan Bank,Foreign Currency,2019-11-14,4619295
PK26-4394133697,Zainab Naqvi,"House 339, Street 2, DHA Phase 5, Lahore",Bank Alfalah,Savings,2023-07-25,3795895
PK14-9248196131,Z. Naqvi,"House 339, Street 2, DHA Phase 5, Lahore",MCB,Savings,2022-09-30,3527903
PK72-2679364388,Z. Naqvi,"House 339, Street 2, DHA Phase 5, Lahore",Meezan Bank,Foreign Currency,2021-07-25,1208350
PK55-5755666463,Zainab Naqvi,"House No. 339, Gali 2, DHA Phase 5, Lahore",Bank Alfalah,Savings,2023-01-22,2249300
PK85-2849984215,Farhan Zaidi,"House No. 165, Gali 36, Bahria Phase 4, Rawalpindi",Bank Alfalah,Current,2019-11-16,6250410
PK52-3476902106,F.Zaidi,مکان 165 گلی 36 Bahria Phase 4 راولپنڈی,JS Bank,Savings,2022-10-09,3221268
PK74-5250615565,F. Zaidi,H#165 St-36 BahriaPhase4 Rawalpindi,UBL,Savings,2022-09-11,3257156
PK97-7523112745,عمران Bhatti,مکان 47 گلی 25 Chaklala Scheme 3 راولپنڈی,Bank Alfalah,Savings,2024-04-22,5368385
PK53-9880474815,Malik Imran Bhatti,مکان 47 گلی 25 Chaklala Scheme 3 راولپنڈی,UBL,Current,2022-01-09,5025911
PK94-3478706083,I. Bhatti,"House 47, Street 25, Chaklala Scheme 3, Rawalpindi",Allied Bank,Savings,2025-03-04,6993593
PK33-8745833518,N.Orakzai,مکان 277 گلی 19 Peoples Colony Faisalabad,Meezan Bank,Foreign Currency,2020-02-26,1265454
