vehicle_reg_no,owner_name,engine_capacity_cc,vehicle_make_model,registration_year,owner_address
RIR-6048,Noman Orakzai,2000,Audi e-tron,2022,"361-24 Gulgasht, Multan"
LEA-3897,U. Baig,1500,Honda Civic RS,2019,H#155 St-16 I-8/4 Islamabad
RIR-3572,U. Baig,2000,Hyundai Tucson,2017,H#155 St-16 I-8/4 Islamabad
AFR-1228,U. Baig,3300,Toyota Land Cruiser ZX,2017,H#155 St-16 I-8/4 Islamabad
AFR-1538,Bushra ملک,2000,Hyundai Tucson,2018,"102-31 I-8/4, Islamabad"
ICT-1100,Bushra ملک,2000,Mercedes C200,2017,"102-31 I-8/4, Islamabad"
RIR-6234,Bushra ملک,2700,Toyota Prado TX,2018,"102-31 I-8/4, Islamabad"
KAR-542,Syed Amna Tarar,1000,Suzuki Cultus,2025,"House No. 108, Gali 38, Clifton Block 2, Karachi"
AFR-2150,Ali Zaidi,2000,Audi e-tron,2019,"House 321, Street 34, Shah Rukn-e-Alam, Multan"
LEA-695,Ali Zaidi,2000,Hyundai Tucson,2017,"House 321, Street 34, Shah Rukn-e-Alam, Multan"
LEA-463,Zara خان,1800,Toyota Corolla Altis,2017,"367-37 Hayatabad Phase 3, Peshawar"
ICT-5580,Zara خان,1500,Honda Civic RS,2026,"367-37 Hayatabad Phase 3, Peshawar"
KAR-1549,بلال Sial,660,Suzuki Alto,2019,"315-11 I-8/4, Islamabad"
KAR-221,S.Durrani,1200,Honda City,2023,مکان 221 گلی 28 Cantt Multan
RIR-5915,H.Khattak,1500,Honda Civic RS,2023,مکان 164 گلی 17 I-8/4 اسلام آباد
KAR-4120,H.Khattak,1800,Toyota Corolla Altis,2025,مکان 164 گلی 17 I-8/4 اسلام آباد
AFR-1154,Y. Sheikh,1800,Toyota Corolla Altis,2026,H#316 St-24 G-10/2 Islamabad
LEA-1561,Y. Sheikh,2700,Toyota Fortuner,2017,H#316 St-24 G-10/2 Islamabad
RIR-6077,Rana Nimra Chaudhry,1200,Honda City,2022,"House No. 303, Gali 23, Model Town, Lahore"
AFR-5897,Z. Qureshi,1200,Honda City,2021,H#237 St-28 ChaklalaScheme3 Rawalpindi
KAR-2535,Sardar Fatima Siddiqui,1300,Toyota Corolla GLi,2021,"House No. 14, Gali 27, F-8/3, Islamabad"
RIR-3944,N.Qureshi,2000,Mercedes C200,2020,مکان 238 گلی 6 DHA Phase 5 لاہور
AFR-9201,N.Qureshi,2700,Toyota Prado TX,2026,مکان 238 گلی 6 DHA Phase 5 لاہور
LEA-2765,N.Qureshi,3300,Toyota Land Cruiser ZX,2019,مکان 238 گلی 6 DHA Phase 5 لاہور
KAR-2812,Bilal Khokhar,70,Honda CD-70,2020,"House 171, Street 6, Cantt, Multan"
LEA-8763,M.Baig,2000,Mercedes C200,2018,مکان 90 گلی 8 University Town Peshawar
KAR-2280,Syed Maryam Naqvi,1200,Honda City,2018,"House No. 229, Gali 28, Shah Rukn-e-Alam, Multan"
RIR-7031,M.Sial,70,Honda CD-70,2022,مکان 41 گلی 23 Hayatabad Phase 3 Peshawar
RIR-2027,Ali Butt,2700,Toyota Fortuner,2020,"House 207, Street 27, I-8/4, Islamabad"
ICT-6555,Ali Butt,1500,Honda Civic RS,2024,"House 207, Street 27, I-8/4, Islamabad"
ICT-5518,F. Sheikh,1500,Honda Civic RS,2017,H#342 St-30 NorthNazimabad Karachi
KAR-522,Z. Kakar,70,Honda CD-70,2025,H#367 St-37 PeoplesColony Faisalabad
KAR-5497,M. Shirazi,2000,Mercedes C200,2024,H#328 St-15 MadinaTown Faisalabad
RIR-5655,Chaudhary Irfan Sheikh,2000,Mercedes C200,2020,"House No. 293, Gali 18, North Nazimabad, Karachi"
AFR-7002,Javeria Kazmi,2000,Audi e-tron,2024,"House 305, Street 19, Gulgasht, Multan"
ICT-6339,Mian Kamran Bangash,800,Suzuki Mehran,2021,"House No. 85, Gali 28, University Town, Peshawar"
ICT-9820,Haji Tariq Janjua,1200,Honda City,2025,"House No. 293, Gali 33, Wapda Town, Lahore"
KAR-8747,Nadeem Niazi,2700,Toyota Fortuner,2021,"83-8 Peoples Colony, Faisalabad"
KAR-3828,Saqib Rajput,2700,Toyota Prado TX,2026,"House 93, Street 13, Cantt, Multan"
LEA-3479,Saqib Rajput,1500,Honda Civic RS,2021,"House 93, Street 13, Cantt, Multan"
KAR-3007,Waqas Kazmi,1800,Toyota Corolla Altis,2024,"85-39 Gulshan-e-Iqbal, Karachi"
LEA-9617,Waqas Kazmi,1800,Toyota Corolla Altis,2020,"85-39 Gulshan-e-Iqbal, Karachi"
AFR-9335,Waqas Kazmi,2000,Hyundai Tucson,2018,"85-39 Gulshan-e-Iqbal, Karachi"
AFR-9761,Mansoor Bukhari,2000,Mercedes C200,2017,"House 341, Street 4, Shah Rukn-e-Alam, Multan"
KAR-2885,Mansoor Bukhari,2000,Audi e-tron,2022,"House 341, Street 4, Shah Rukn-e-Alam, Multan"
ICT-1294,Khadija Sial,2000,Mercedes C200,2020,"House 219, Street 3, I-8/4, Islamabad"
LEA-1045,Khadija Sial,2700,Toyota Fortuner,2021,"House 219, Street 3, I-8/4, Islamabad"
AFR-2968,Adnan Zaidi,2700,Toyota Fortuner,2020,"House 198, Street 10, DHA Phase 5, Lahore"
AFR-7519,Adnan Zaidi,2000,Hyundai Tucson,2018,"House 198, Street 10, DHA Phase 5, Lahore"
ICT-8289,Syed Zainab Awan,1800,Toyota Corolla Altis,2023,"House No. 294, Gali 15, G-13/1, Islamabad"
KAR-7343,Haji Zainab Awan,1800,Toyota Corolla Altis,2023,"House No. 294, Gali 15, G-13/1, Islamabad"
ICT-4186,R.Awan,660,Suzuki Alto,2020,مکان 246 گلی 10 Model Town لاہور
LEA-2297,Salman Niazi,2000,Mercedes C200,2024,"58-38 F-8/3, Islamabad"
RIR-6576,Syed Zafar Saddozai,2000,Audi e-tron,2023,"House No. 65, Gali 17, G-13/1, Islamabad"
ICT-9002,Syed Zafar Saddozai,2700,Toyota Prado TX,2017,"House No. 65, Gali 17, G-13/1, Islamabad"
RIR-7332,Malik Zafar Saddozai,2000,Hyundai Tucson,2020,"House No. 65, Gali 17, G-13/1, Islamabad"
AFR-3285,Syed Muhammad Warraich,2000,Audi e-tron,2018,"House No. 50, Gali 18, DHA Phase 6, Karachi"
LEA-2088,Chaudhary Muhammad Warraich,1500,Honda Civic RS,2019,"House No. 50, Gali 18, DHA Phase 6, Karachi"
ICT-8649,Mian Muhammad Warraich,2700,Toyota Prado TX,2025,"House No. 50, Gali 18, DHA Phase 6, Karachi"
AFR-7350,Shoaib Bhatti,2700,Toyota Prado TX,2022,"House 202, Street 25, Peoples Colony, Faisalabad"
RIR-3091,Kinza Bukhari,800,Suzuki Mehran,2021,"160-33 North Nazimabad, Karachi"
KAR-5253,A. Cheema,2000,Hyundai Tucson,2024,H#161 St-4 MadinaTown Faisalabad
KAR-2998,A. Cheema,2700,Toyota Fortuner,2018,H#161 St-4 MadinaTown Faisalabad
KAR-5791,Hafsa Kakar,3300,Toyota Land Cruiser ZX,2020,"House 127, Street 25, Gulshan-e-Iqbal, Karachi"
LEA-5367,Hafsa Kakar,3300,Toyota Land Cruiser ZX,2024,"House 127, Street 25, Gulshan-e-Iqbal, Karachi"
AFR-2423,Lubna Khattak,660,Suzuki Alto,2022,"264-38 Satellite Town, Rawalpindi"
ICT-8399,M. Sheikh,1300,Toyota Corolla GLi,2021,H#336 St-37 G-13/1 Islamabad
AFR-4167,S. Sheikh,1500,Honda Civic RS,2017,H#193 St-18 ModelTown Lahore
RIR-7280,M. Afridi,1000,Suzuki Cultus,2024,H#312 St-23 WapdaTown Lahore
AFR-3747,W.Ansari,1800,Toyota Corolla Altis,2020,مکان 78 گلی 19 F-8/3 اسلام آباد
AFR-8843,W.Ansari,1500,Honda Civic RS,2024,مکان 78 گلی 19 F-8/3 اسلام آباد
KAR-5488,Nasir Awan,660,Suzuki Alto,2021,"House 314, Street 5, University Town, Peshawar"
LEA-335,Salman Sandhu,1200,Honda City,2022,"129-35 Gulbahar, Peshawar"
LEA-8251,A. Qureshi,800,Suzuki Mehran,2021,H#247 St-32 NorthNazimabad Karachi
ICT-814,S.Khan,660,Suzuki Alto,2025,مکان 229 گلی 9 University Town Peshawar
AFR-3170,E. Gondal,2700,Toyota Prado TX,2020,H#357 St-38 Gulshan-e-Iqbal Karachi
LEA-9146,E. Gondal,1800,Toyota Corolla Altis,2024,H#357 St-38 Gulshan-e-Iqbal Karachi
RIR-3085,E. Gondal,1500,Honda Civic RS,2022,H#357 St-38 Gulshan-e-Iqbal Karachi
LEA-1559,J.Sandhu,660,Suzuki Alto,2017,مکان 90 گلی 20 Wapda Town لاہور
AFR-7087,I.Tareen,2000,Audi e-tron,2021,مکان 17 گلی 28 DHA Phase 5 لاہور
RIR-3095,N. Rizvi,1500,Honda Civic RS,2026,H#38 St-31 DHAPhase6 Karachi
ICT-3088,N. Rizvi,2000,Audi e-tron,2017,H#38 St-31 DHAPhase6 Karachi
RIR-9932,N. Rizvi,2700,Toyota Fortuner,2020,H#38 St-31 DHAPhase6 Karachi
LEA-5294,Usman Kayani,2000,Audi e-tron,2022,"House 17, Street 25, Johar Town, Lahore"
LEA-513,Usman Kayani,3300,Toyota Land Cruiser ZX,2018,"House 17, Street 25, Johar Town, Lahore"
KAR-2422,S. Yousafzai,1300,Toyota Corolla GLi,2022,H#118 St-20 ChaklalaScheme3 Rawalpindi
LEA-8311,Sufyan Rajput,1200,Honda City,2018,"264-5 Madina Town, Faisalabad"
ICT-1334,Syed Nadeem Kayani,2700,Toyota Fortuner,2021,"House No. 273, Gali 14, Clifton Block 2, Karachi"
RIR-2554,Chaudhary Nadeem Kayani,2000,Hyundai Tucson,2018,"House No. 273, Gali 14, Clifton Block 2, Karachi"
KAR-7752,Lubna Zaidi,2000,Mercedes C200,2018,"329-21 G-10/2, Islamabad"
KAR-7467,Lubna Zaidi,1500,Honda Civic RS,2025,"329-21 G-10/2, Islamabad"
AFR-397,Syed Fatima Wazir,2700,Toyota Prado TX,2025,"House No. 377, Gali 25, Wapda Town, Lahore"
RIR-998,Haji Fatima Wazir,2000,Hyundai Tucson,2023,"House No. 377, Gali 25, Wapda Town, Lahore"
ICT-1087,Ahmed Ansari,2700,Toyota Prado TX,2018,"House 2, Street 2, Bahria Phase 4, Rawalpindi"
LEA-1658,Ahmed Ansari,2700,Toyota Fortuner,2022,"House 2, Street 2, Bahria Phase 4, Rawalpindi"
KAR-3328,Ahmed Ansari,2700,Toyota Prado TX,2019,"House 2, Street 2, Bahria Phase 4, Rawalpindi"
AFR-8347,U.Malik,2000,Audi e-tron,2020,مکان 306 گلی 36 D Ground Faisalabad
ICT-8086,U. Sandhu,1500,Honda Civic RS,2023,H#148 St-4 CliftonBlock2 Karachi
AFR-7003,T. Khan,1000,Suzuki Cultus,2021,H#169 St-38 GulbergIII Lahore
KAR-2327,Rauf Tarar,1800,Toyota Corolla Altis,2019,"151-36 Peoples Colony, Faisalabad"
LEA-5324,Rauf Tarar,2000,Hyundai Tucson,2020,"151-36 Peoples Colony, Faisalabad"
LEA-4010,Chaudhary Nasir Mughal,1500,Honda Civic RS,2023,"House No. 8, Gali 34, North Nazimabad, Karachi"
AFR-3726,Rana Nasir Mughal,2000,Hyundai Tucson,2019,"House No. 8, Gali 34, North Nazimabad, Karachi"
ICT-2959,Sardar Nasir Mughal,2700,Toyota Fortuner,2020,"House No. 8, Gali 34, North Nazimabad, Karachi"
KAR-7380,R. Siddiqui,2700,Toyota Fortuner,2022,H#315 St-5 NorthNazimabad Karachi
LEA-286,S. Khan,2000,Hyundai Tucson,2024,H#189 St-9 Gulbahar Peshawar
KAR-4796,S. Khan,2000,Mercedes C200,2025,H#189 St-9 Gulbahar Peshawar
ICT-2294,S. Khan,2000,Hyundai Tucson,2022,H#189 St-9 Gulbahar Peshawar
RIR-8069,U. Hashmi,3300,Toyota Land Cruiser ZX,2021,H#362 St-6 Gulshan-e-Iqbal Karachi
LEA-7533,Z. Rizvi,1500,Honda Civic RS,2021,H#283 St-10 Gulgasht Multan
AFR-7370,Noor Durrani,1800,Toyota Corolla Altis,2024,"House 68, Street 7, Gulberg III, Lahore"
AFR-2139,S.Sial,2000,Audi e-tron,2022,مکان 65 گلی 1 Gulbahar Peshawar
RIR-4787,S.Sial,3300,Toyota Land Cruiser ZX,2021,مکان 65 گلی 1 Gulbahar Peshawar
RIR-2440,S.Sial,3300,Toyota Land Cruiser ZX,2020,مکان 65 گلی 1 Gulbahar Peshawar
ICT-6226,Syed Ubaid Mughal,1800,Toyota Corolla Altis,2025,"House No. 143, Gali 31, Bahria Phase 4, Rawalpindi"
ICT-983,M.Sheikh,1800,Toyota Corolla Altis,2023,مکان 267 گلی 34 E-11/2 اسلام آباد
LEA-2674,M.Sheikh,1500,Honda Civic RS,2024,مکان 267 گلی 34 E-11/2 اسلام آباد
LEA-4233,M.Sheikh,2000,Audi e-tron,2021,مکان 267 گلی 34 E-11/2 اسلام آباد
KAR-1782,Sardar Uzma Orakzai,70,Honda CD-70,2018,"House No. 47, Gali 8, Hayatabad Phase 3, Peshawar"
LEA-2448,B.Gilani,1000,Suzuki Cultus,2017,مکان 23 گلی 3 Bahria Phase 4 راولپنڈی
LEA-2130,محمد Rajput,1000,Suzuki Cultus,2018,"259-37 DHA Phase 5, Lahore"
LEA-9412,W.Rajput,800,Suzuki Mehran,2018,مکان 212 گلی 6 Hayatabad Phase 3 Peshawar
AFR-6979,M. Raja,1300,Toyota Corolla GLi,2018,H#19 St-17 SatelliteTown Rawalpindi
AFR-8974,M.Warraich,1300,Toyota Corolla GLi,2020,مکان 36 گلی 30 Bahria Phase 4 راولپنڈی
RIR-4237,E.Abbasi,2000,Audi e-tron,2020,مکان 208 گلی 18 Clifton Block 2 کراچی
ICT-7101,E.Abbasi,2000,Hyundai Tucson,2018,مکان 208 گلی 18 Clifton Block 2 کراچی
RIR-9213,Mahnoor Zaidi,1200,Honda City,2017,"House 154, Street 35, Chaklala Scheme 3, Rawalpindi"
RIR-8687,Khalid Afridi,1000,Suzuki Cultus,2026,"208-9 University Town, Peshawar"
ICT-6463,W.Bangash,660,Suzuki Alto,2018,مکان 185 گلی 29 E-11/2 اسلام آباد
LEA-8597,Waqas Dar,70,Honda CD-70,2021,"374-1 Peoples Colony, Faisalabad"
RIR-6772,Saba Orakzai,1300,Toyota Corolla GLi,2024,"House 342, Street 39, DHA Phase 5, Lahore"
KAR-3087,G.Sheikh,70,Honda CD-70,2017,مکان 214 گلی 4 F-8/3 اسلام آباد
RIR-8595,Farhan Khattak,2000,Mercedes C200,2022,"House 302, Street 17, Gulgasht, Multan"
ICT-1355,Farhan Khattak,1800,Toyota Corolla Altis,2024,"House 302, Street 17, Gulgasht, Multan"
KAR-7883,Malik Anas Qureshi,2000,Audi e-tron,2024,"House No. 361, Gali 13, University Town, Peshawar"
RIR-7534,Sardar Anas Qureshi,1500,Honda Civic RS,2025,"House No. 361, Gali 13, University Town, Peshawar"
RIR-7622,Chaudhary Uzma Malik,660,Suzuki Alto,2026,"House No. 25, Gali 1, Satellite Town, Rawalpindi"
AFR-7114,Noman Orakzai,2000,Hyundai Tucson,2021,"House 2, Street 18, Peoples Colony, Faisalabad"
RIR-4938,Noman Orakzai,3300,Toyota Land Cruiser ZX,2024,"House 2, Street 18, Peoples Colony, Faisalabad"
LEA-6629,M. Orakzai,1300,Toyota Corolla GLi,2025,H#33 St-5 UniversityTown Peshawar
LEA-6501,Faisal بٹ,2000,Audi e-tron,2019,"250-37 E-11/2, Islamabad"
LEA-2355,I.Chaudhry,660,Suzuki Alto,2018,مکان 368 گلی 29 Madina Town Faisalabad
LEA-6263,A.Lodhi,2000,Hyundai Tucson,2020,مکان 65 گلی 14 Gulgasht Multan
KAR-2242,A.Lodhi,1500,Honda Civic RS,2024,مکان 65 گلی 14 Gulgasht Multan
LEA-7052,Chaudhary Ahmed Chaudhry,800,Suzuki Mehran,2019,"House No. 195, Gali 21, DHA Phase 6, Karachi"
AFR-3776,M. Kayani,1300,Toyota Corolla GLi,2017,H#322 St-12 SatelliteTown Rawalpindi
RIR-7815,Kamran خان,800,Suzuki Mehran,2025,"293-3 Cantt, Multan"
AFR-2940,Mehwish Khan,660,Suzuki Alto,2023,"House 234, Street 22, Gulberg III, Lahore"
ICT-4849,Salman Mughal,1200,Honda City,2019,"304-28 D Ground, Faisalabad"
AFR-1107,P.Wazir,1000,Suzuki Cultus,2026,مکان 5 گلی 10 Hayatabad Phase 3 Peshawar
KAR-6777,Shoaib Bangash,2000,Hyundai Tucson,2024,"4-12 Gulbahar, Peshawar"
RIR-285,Shoaib Bangash,2700,Toyota Prado TX,2019,"4-12 Gulbahar, Peshawar"
RIR-1973,Kamran Gill,70,Honda CD-70,2017,"House 268, Street 37, Peoples Colony, Faisalabad"
KAR-3402,Fahad Kazmi,1800,Toyota Corolla Altis,2018,"275-24 DHA Phase 6, Karachi"
ICT-4001,N.Wazir,2000,Hyundai Tucson,2024,مکان 130 گلی 6 Satellite Town راولپنڈی
ICT-1216,H.Saddozai,70,Honda CD-70,2026,مکان 216 گلی 24 G-10/2 اسلام آباد
KAR-3699,Chaudhary Saba Saddozai,800,Suzuki Mehran,2024,"House No. 19, Gali 14, F-8/3, Islamabad"
LEA-9655,عائشہ راجہ,2000,Audi e-tron,2017,"25-27 Gulshan-e-Iqbal, Karachi"
KAR-7127,عائشہ راجہ,2700,Toyota Fortuner,2021,"25-27 Gulshan-e-Iqbal, Karachi"
AFR-2871,عائشہ راجہ,2000,Audi e-tron,2019,"25-27 Gulshan-e-Iqbal, Karachi"
ICT-8141,Mehwish Rizvi,2700,Toyota Prado TX,2019,"House 394, Street 5, Bahria Phase 4, Rawalpindi"
LEA-637,Mehwish Rizvi,2700,Toyota Prado TX,2019,"House 394, Street 5, Bahria Phase 4, Rawalpindi"
KAR-7117,Mehwish Rizvi,2700,Toyota Fortuner,2018,"House 394, Street 5, Bahria Phase 4, Rawalpindi"
AFR-9898,Yousuf Niazi,70,Honda CD-70,2022,"82-38 Clifton Block 2, Karachi"
RIR-4326,Kamran Yousafzai,2000,Audi e-tron,2025,"84-10 North Nazimabad, Karachi"
AFR-9605,Kamran Yousafzai,2000,Mercedes C200,2025,"84-10 North Nazimabad, Karachi"
RIR-4641,M. Khattak,660,Suzuki Alto,2017,H#221 St-26 E-11/2 Islamabad
AFR-8832,Hamza راجہ,2700,Toyota Prado TX,2026,"131-14 Johar Town, Lahore"
RIR-6352,S.Mehsud,2000,Hyundai Tucson,2022,مکان 348 گلی 33 Satellite Town راولپنڈی
RIR-1361,S.Mehsud,1800,Toyota Corolla Altis,2025,مکان 348 گلی 33 Satellite Town راولپنڈی
LEA-2914,S.Mehsud,2000,Hyundai Tucson,2019,مکان 348 گلی 33 Satellite Town راولپنڈی
AFR-9612,H.Yousafzai,1300,Toyota Corolla GLi,2019,مکان 319 گلی 27 B-17 اسلام آباد
ICT-1770,N.Gondal,2000,Mercedes C200,2026,مکان 123 گلی 9 Chaklala Scheme 3 راولپنڈی
ICT-609,N.Gondal,1800,Toyota Corolla Altis,2018,مکان 123 گلی 9 Chaklala Scheme 3 راولپنڈی
ICT-7198,N.Gondal,2700,Toyota Prado TX,2018,مکان 123 گلی 9 Chaklala Scheme 3 راولپنڈی
AFR-7463,Shoaib Janjua,2000,Audi e-tron,2018,"House 18, Street 16, Johar Town, Lahore"
ICT-9304,Shoaib Janjua,2700,Toyota Prado TX,2021,"House 18, Street 16, Johar Town, Lahore"
KAR-9429,Hassan Sandhu,70,Honda CD-70,2026,"House 190, Street 30, Shah Rukn-e-Alam, Multan"
KAR-612,Talha Tareen,70,Honda CD-70,2019,"House 166, Street 24, DHA Phase 6, Karachi"
LEA-2659,Fahad Janjua,1200,Honda City,2026,"142-9 E-11/2, Islamabad"
KAR-7416,Mubashir Kakar,2000,Hyundai Tucson,2023,"110-4 Gulberg III, Lahore"
ICT-9656,Mubashir Kakar,3300,Toyota Land Cruiser ZX,2022,"110-4 Gulberg III, Lahore"
KAR-3595,Mubashir Kakar,2700,Toyota Prado TX,2017,"110-4 Gulberg III, Lahore"
RIR-3689,T. Sandhu,800,Suzuki Mehran,2023,H#229 St-6 Gulgasht Multan
AFR-3547,U.Mehsud,2700,Toyota Fortuner,2026,مکان 271 گلی 27 B-17 اسلام آباد
KAR-9562,U.Mehsud,3300,Toyota Land Cruiser ZX,2022,مکان 271 گلی 27 B-17 اسلام آباد
LEA-8207,U.Mehsud,2000,Hyundai Tucson,2022,مکان 271 گلی 27 B-17 اسلام آباد
ICT-6250,Syed Atif Khattak,800,Suzuki Mehran,2020,"House No. 24, Gali 3, D Ground, Faisalabad"
RIR-4874,Haji Kamran Niazi,800,Suzuki Mehran,2020,"House No. 238, Gali 13, Chaklala Scheme 3, Rawalpindi"
RIR-5832,Sardar Mehwish Gill,3300,Toyota Land Cruiser ZX,2024,"House No. 350, Gali 14, Gulbahar, Peshawar"
ICT-8972,Javeria Orakzai,1000,Suzuki Cultus,2025,"House 182, Street 15, Hayatabad Phase 3, Peshawar"
KAR-9140,Z.Gill,2700,Toyota Prado TX,2024,مکان 114 گلی 36 Gulgasht Multan
ICT-5325,Z.Gill,1800,Toyota Corolla Altis,2021,مکان 114 گلی 36 Gulgasht Multan
AFR-4560,L. Tareen,70,Honda CD-70,2021,H#133 St-26 WapdaTown Lahore
KAR-8064,Chaudhary Rashid Dar,1000,Suzuki Cultus,2017,"House No. 73, Gali 11, Bahria Phase 4, Rawalpindi"
ICT-1599,M.Sheikh,2000,Audi e-tron,2020,مکان 351 گلی 32 Model Town لاہور
RIR-1063,M.Sheikh,1500,Honda Civic RS,2023,مکان 351 گلی 32 Model Town لاہور
ICT-6785,D.Zaidi,1200,Honda City,2024,مکان 335 گلی 36 DHA Phase 5 لاہور
AFR-6536,S.Durrani,1000,Suzuki Cultus,2026,مکان 24 گلی 24 Model Town لاہور
ICT-5296,K. Sandhu,1500,Honda Civic RS,2025,H#369 St-18 E-11/2 Islamabad
AFR-470,K. Sandhu,3300,Toyota Land Cruiser ZX,2018,H#369 St-18 E-11/2 Islamabad
ICT-8399,K. Sandhu,3300,Toyota Land Cruiser ZX,2017,H#369 St-18 E-11/2 Islamabad
LEA-8423,Rabia Wazir,3300,Toyota Land Cruiser ZX,2022,"370-25 G-13/1, Islamabad"
ICT-5291,Rabia Wazir,2700,Toyota Prado TX,2017,"370-25 G-13/1, Islamabad"
LEA-3275,Rabia Wazir,2000,Audi e-tron,2024,"370-25 G-13/1, Islamabad"
ICT-9773,Talha شیخ,1500,Honda Civic RS,2025,"71-2 Clifton Block 2, Karachi"
AFR-5854,Mustafa Rajput,660,Suzuki Alto,2020,"309-12 Satellite Town, Rawalpindi"
ICT-6061,S.Mehsud,1300,Toyota Corolla GLi,2018,مکان 355 گلی 20 D Ground Faisalabad
KAR-1268,H.Bukhari,2000,Mercedes C200,2019,مکان 13 گلی 23 I-8/4 اسلام آباد
AFR-842,H.Bukhari,2000,Hyundai Tucson,2024,مکان 13 گلی 23 I-8/4 اسلام آباد
AFR-7617,Yousuf Baig,1200,Honda City,2021,"House 379, Street 25, G-13/1, Islamabad"
AFR-660,Sufyan Raja,800,Suzuki Mehran,2023,"House 290, Street 23, B-17, Islamabad"
AFR-4614,J. Sandhu,660,Suzuki Alto,2019,H#369 St-1 MadinaTown Faisalabad
ICT-1894,Mehwish Warraich,1200,Honda City,2026,"212-28 Gulberg III, Lahore"
AFR-8746,Mian Obaid Kayani,2700,Toyota Fortuner,2025,"House No. 389, Gali 36, G-13/1, Islamabad"
ICT-8070,Chaudhary Shahzad Shirazi,800,Suzuki Mehran,2018,"House No. 371, Gali 14, Shah Rukn-e-Alam, Multan"
ICT-5765,U.Rajput,1000,Suzuki Cultus,2023,مکان 266 گلی 23 Gulberg III لاہور
ICT-4640,N.Durrani,1200,Honda City,2024,مکان 171 گلی 26 University Town Peshawar
RIR-5716,Sadia Niazi,1000,Suzuki Cultus,2026,"357-21 Chaklala Scheme 3, Rawalpindi"
ICT-5506,B.Dar,1300,Toyota Corolla GLi,2024,مکان 98 گلی 27 Johar Town لاہور
RIR-9487,Sardar Zubair Ansari,2000,Hyundai Tucson,2025,"House No. 107, Gali 7, Model Town, Lahore"
KAR-8153,Haji Zubair Ansari,2000,Hyundai Tucson,2022,"House No. 107, Gali 7, Model Town, Lahore"
LEA-2638,P.Kazmi,1300,Toyota Corolla GLi,2020,مکان 346 گلی 26 Gulgasht Multan
RIR-9450,N.Bhatti,1000,Suzuki Cultus,2024,مکان 117 گلی 35 F-8/3 اسلام آباد
KAR-5251,N. Gondal,70,Honda CD-70,2022,H#9 St-9 F-8/3 Islamabad
AFR-2104,Malik Danish Malik,2000,Hyundai Tucson,2023,"House No. 130, Gali 27, Bahria Phase 4, Rawalpindi"
RIR-6433,U. Sandhu,1300,Toyota Corolla GLi,2024,H#225 St-28 HayatabadPhase3 Peshawar
AFR-2584,Saad Lodhi,1500,Honda Civic RS,2025,"House 108, Street 4, Shah Rukn-e-Alam, Multan"
AFR-9162,M.Mughal,800,Suzuki Mehran,2019,مکان 111 گلی 18 Satellite Town راولپنڈی
ICT-2516,Imran Joiya,3300,Toyota Land Cruiser ZX,2024,"House 212, Street 17, Gulbahar, Peshawar"
ICT-6458,A. Kayani,1300,Toyota Corolla GLi,2025,H#319 St-39 CliftonBlock2 Karachi
AFR-7753,Khadija Orakzai,3300,Toyota Land Cruiser ZX,2018,"202-35 Model Town, Lahore"
ICT-5075,Khadija Orakzai,1800,Toyota Corolla Altis,2023,"202-35 Model Town, Lahore"
RIR-1628,Haji Yasir Afridi,1300,Toyota Corolla GLi,2024,"House No. 294, Gali 5, Westridge, Rawalpindi"
AFR-8111,U.Sheikh,800,Suzuki Mehran,2022,مکان 150 گلی 3 University Town Peshawar
AFR-4601,Luqman Saddozai,1300,Toyota Corolla GLi,2018,"113-36 Johar Town, Lahore"
RIR-2179,Javeria Rizvi,1000,Suzuki Cultus,2017,"104-19 Hayatabad Phase 3, Peshawar"
ICT-9477,A. Kayani,3300,Toyota Land Cruiser ZX,2017,H#94 St-26 DGround Faisalabad
AFR-6799,A. Kayani,2700,Toyota Prado TX,2026,H#94 St-26 DGround Faisalabad
LEA-3805,Sajid Ansari,1200,Honda City,2024,"243-21 North Nazimabad, Karachi"
RIR-2294,Sardar Adnan Bukhari,2000,Hyundai Tucson,2017,"House No. 37, Gali 21, DHA Phase 5, Lahore"
ICT-9441,Malik Adnan Bukhari,2700,Toyota Fortuner,2021,"House No. 37, Gali 21, DHA Phase 5, Lahore"
KAR-3731,Malik Usman Sial,2700,Toyota Prado TX,2024,"House No. 172, Gali 17, Clifton Block 2, Karachi"
RIR-5023,Chaudhary Usman Sial,1800,Toyota Corolla Altis,2018,"House No. 172, Gali 17, Clifton Block 2, Karachi"
KAR-6115,Syed Usman Sial,2700,Toyota Prado TX,2020,"House No. 172, Gali 17, Clifton Block 2, Karachi"
KAR-9905,Umar Dar,1500,Honda Civic RS,2017,"House 115, Street 35, Cantt, Multan"
ICT-452,Umar Dar,2000,Mercedes C200,2019,"House 115, Street 35, Cantt, Multan"
LEA-2944,Lubna Mughal,800,Suzuki Mehran,2025,"43-12 B-17, Islamabad"
AFR-5471,Fatima Wazir,2000,Hyundai Tucson,2026,"House 191, Street 35, B-17, Islamabad"
ICT-7715,Haji Naveed Mehsud,1800,Toyota Corolla Altis,2017,"House No. 199, Gali 12, G-10/2, Islamabad"
AFR-1188,Rana Naveed Mehsud,2700,Toyota Prado TX,2020,"House No. 199, Gali 12, G-10/2, Islamabad"
RIR-6348,S. Naqvi,1000,Suzuki Cultus,2019,H#327 St-26 ModelTown Lahore
