registry_no,buyer_name,seller_name,property_address,property_value_pkr,transfer_date,area_marla,property_type
REG-151653,U.Rizvi,Qasim Kakar,"House 393, Street 4, Gulberg III, Lahore",32582605,2025-06-02,5,Commercial Plaza
REG-380580,U.Rizvi,Luqman Bangash,"House 305, Street 31, Wapda Town, Lahore",14800210,2023-05-15,5,Commercial Plaza
REG-908887,Bushra Sandhu,Junaid Mirza,"House 51, Street 38, University Town, Peshawar",124649820,2026-03-01,20,Commercial Plaza
REG-976969,زینب Ansari,Rida Niazi,"House 21, Street 40, Gulbahar, Peshawar",40183080,2022-11-29,7,Apartment
REG-815532,H. Awan,Junaid Rajput,"House 254, Street 35, Gulberg III, Lahore",104295600,2025-03-28,40,Residential House
REG-770802,Talha Rizvi,Hina Sial,"House 314, Street 34, Gulbahar, Peshawar",36743070,2023-02-24,7,Farmhouse
REG-510714,N. Bukhari,Taimoor Mughal,"House 224, Street 16, Chaklala Scheme 3, Rawalpindi",17725770,2023-12-31,3,Commercial Plaza
REG-671811,Asad Zaidi,Mansoor Gilani,"House 44, Street 7, Cantt, Multan",13646295,2025-01-22,3,Commercial Plaza
REG-901306,A. Malik,Babar Tarar,"House 185, Street 30, Madina Town, Faisalabad",34692765,2023-09-30,5,Farmhouse
REG-897919,Syed Adnan Orakzai,Kinza Mehsud,"House 326, Street 17, University Town, Peshawar",218982080,2023-01-24,40,Residential Plot
REG-235838,Hina Siddiqui,Fahad Shirazi,"House 399, Street 26, Shah Rukn-e-Alam, Multan",42054152,2024-02-09,7,Residential Plot
REG-947309,Q. Tarar,Bushra Janjua,"House 5, Street 3, G-13/1, Islamabad",52608340,2023-10-02,10,Residential Plot
REG-256867,Junaid Awan,Zafar Baig,"House 62, Street 26, DHA Phase 6, Karachi",258241040,2025-01-11,40,Farmhouse
REG-799080,Junaid Awan,Hassan Rizvi,"House 18, Street 15, Gulshan-e-Iqbal, Karachi",25076758,2023-12-28,7,Commercial Plaza
REG-506907,Noor Mirza,Hussain Yousafzai,"House 364, Street 1, Cantt, Multan",332385200,2022-03-26,80,Commercial Plaza
REG-558881,Noor Mirza,Faisal Raja,"House 346, Street 3, Cantt, Multan",14522438,2024-04-29,7,Commercial Plaza
REG-563191,Noman Chaudhry,Muhammad Orakzai,"House 268, Street 29, Peoples Colony, Faisalabad",25794335,2023-04-24,7,Farmhouse
REG-788981,Chaudhary Uzma Khan,Junaid Gilani,"House 295, Street 18, Shah Rukn-e-Alam, Multan",58410184,2022-06-12,7,Residential House
REG-470724,Nadeem Hashmi,Imran Durrani,"House 121, Street 33, Bahria Phase 4, Rawalpindi",62591025,2021-04-10,7,Commercial Plaza
REG-107266,Nasir Naqvi,Rehan Ansari,"House 350, Street 38, Shah Rukn-e-Alam, Multan",74775360,2022-08-03,40,Residential House
REG-619697,Nasir Naqvi,Hina Janjua,"House 174, Street 20, Gulgasht, Multan",67143560,2022-07-16,20,Residential House
REG-223879,A. Mughal,Junaid Baig,"House 86, Street 29, Gulberg III, Lahore",196536240,2021-12-21,80,Residential House
REG-958962,A. Mughal,Lubna Awan,"House 140, Street 19, Wapda Town, Lahore",326670680,2025-12-27,40,Apartment
REG-702527,Amna Cheema,Danish Janjua,"House 215, Street 10, Wapda Town, Lahore",43253405,2025-02-20,5,Farmhouse
REG-869554,Amna Cheema,Gul Naqvi,"House 277, Street 40, Gulberg III, Lahore",39009950,2022-02-06,5,Residential Plot
REG-661075,Syed Muhammad Ansari,Rehan Baig,"House 122, Street 11, Madina Town, Faisalabad",465930080,2024-04-14,80,Commercial Plaza
REG-741881,Gul Tareen,Babar Baig,"House 59, Street 37, G-10/2, Islamabad",16553885,2022-02-21,5,Residential Plot
REG-277422,Haji Nadeem Tareen,Mehwish Bukhari,"House 316, Street 10, Madina Town, Faisalabad",284362880,2025-04-23,40,Residential Plot
REG-848738,Syed Nadeem Tareen,Hafsa Shirazi,"House 53, Street 33, Madina Town, Faisalabad",496846320,2024-11-30,80,Apartment
REG-721177,N.Orakzai,Gul Khattak,"House 37, Street 26, Cantt, Multan",48619704,2024-09-04,7,Residential Plot
REG-505263,Sardar Usman Baig,Farah Wazir,"House 385, Street 2, E-11/2, Islamabad",14010584,2024-01-30,7,Commercial Plaza
REG-215307,Waqas Dar,Javeria Naqvi,"House 241, Street 10, Gulbahar, Peshawar",44745360,2024-06-01,5,Apartment
REG-384292,B.Malik,Tariq Hashmi,"House 218, Street 18, F-8/3, Islamabad",260561480,2021-07-27,40,Residential House
REG-376832,R. Abbasi,Luqman Joiya,"House 267, Street 10, G-10/2, Islamabad",16362273,2021-08-19,3,Residential House
REG-913644,عثمان Siddiqui,Kinza Saddozai,"House 103, Street 35, Peoples Colony, Faisalabad",51797487,2025-02-19,7,Apartment
REG-315776,Bushra Ansari,Tooba Khattak,"House 77, Street 2, DHA Phase 6, Karachi",12512247,2025-08-15,3,Residential House
REG-418966,Haji Ali Zaidi,Irfan Awan,"House 254, Street 28, Cantt, Multan",388744960,2021-05-15,80,Apartment
REG-747944,Mian Ali Zaidi,Zafar Abbasi,"House 127, Street 40, Cantt, Multan",316620160,2025-06-20,80,Farmhouse
REG-493901,Z. Khan,Imran Shirazi,"House 89, Street 23, Gulbahar, Peshawar",152105400,2022-12-05,20,Farmhouse
REG-906213,Z. Khan,Irfan Saddozai,"House 317, Street 24, University Town, Peshawar",51049579,2024-03-14,7,Apartment
REG-171960,Zeeshan Gondal,Zara Raja,"House 325, Street 30, Gulshan-e-Iqbal, Karachi",11557614,2024-03-25,3,Residential Plot
REG-758612,Hina Khattak,Yasir Chaudhry,"House 274, Street 19, E-11/2, Islamabad",460658240,2024-06-06,80,Residential House
REG-139355,Hina Khattak,Sajid Mehsud,"House 70, Street 14, E-11/2, Islamabad",106560680,2023-01-03,40,Farmhouse
REG-990971,Yasir Sheikh,Pervez Baig,"House 48, Street 12, G-13/1, Islamabad",18060980,2023-11-08,7,Farmhouse
REG-165527,Zafar قریشی,Kinza Yousafzai,"House 196, Street 10, Satellite Town, Rawalpindi",30367305,2025-01-27,5,Farmhouse
REG-413983,Noor قریشی,Ehsan Kakar,"House 152, Street 4, Wapda Town, Lahore",72775680,2025-05-02,20,Residential House
REG-500599,Mubashir Baig,Owais Mughal,"House 278, Street 24, Gulbahar, Peshawar",713030960,2023-10-15,80,Commercial Plaza
REG-261419,Mubashir Baig,Khalid Bangash,"House 341, Street 19, University Town, Peshawar",21453650,2021-07-18,5,Apartment
REG-876767,M. Sial,Rida Cheema,"House 287, Street 29, Hayatabad Phase 3, Peshawar",43367527,2024-02-22,7,Residential Plot
REG-438180,A.Butt,Sana Baig,"House 49, Street 23, B-17, Islamabad",38749565,2023-06-11,5,Apartment
REG-703260,Syed Fahad Sheikh,Zainab Mirza,"House 81, Street 7, Gulshan-e-Iqbal, Karachi",26047340,2025-03-04,5,Farmhouse
REG-378043,Sardar Fahad Sheikh,Hamza Ansari,"House 365, Street 12, DHA Phase 6, Karachi",394011120,2024-04-29,80,Apartment
REG-571638,Zainab Kakar,Ibrahim Awan,"House 384, Street 28, Peoples Colony, Faisalabad",29916236,2026-01-04,7,Residential House
REG-957751,Chaudhary Saqib Ansari,Sana Tarar,"House 362, Street 16, F-8/3, Islamabad",18875140,2021-06-28,5,Residential Plot
REG-262681,M.Shirazi,Kamran Naqvi,"House 86, Street 35, Peoples Colony, Faisalabad",430111200,2021-11-05,80,Residential House
REG-297039,M.Shirazi,Umar Sial,"House 371, Street 15, Peoples Colony, Faisalabad",72850780,2023-10-16,20,Farmhouse
REG-222582,I.Sheikh,Nadeem Bhatti,"House 49, Street 25, DHA Phase 6, Karachi",45481674,2023-07-27,7,Apartment
REG-464860,I.Sheikh,Uzma Janjua,"House 129, Street 33, DHA Phase 6, Karachi",181212240,2024-03-22,80,Residential Plot
REG-834402,Mian Javeria Kazmi,Danish Awan,"House 206, Street 11, Gulgasht, Multan",50692040,2025-11-26,20,Residential Plot
REG-793660,Haji Javeria Kazmi,Mahnoor Awan,"House 33, Street 3, Shah Rukn-e-Alam, Multan",496785840,2022-05-07,80,Residential House
REG-749380,K.Bangash,Khalid Khan,"House 244, Street 37, University Town, Peshawar",45889039,2024-11-03,7,Residential Plot
REG-833983,N. Niazi,Noman Bhatti,"House 17, Street 33, Madina Town, Faisalabad",24917720,2025-05-18,5,Farmhouse
REG-644518,N. Niazi,Rida Zaidi,"House 369, Street 28, D Ground, Faisalabad",426812720,2023-06-16,80,Farmhouse
REG-982672,Saqib Rajput,Hassan Cheema,"House 184, Street 32, Cantt, Multan",19294140,2023-09-13,10,Apartment
REG-400147,Waqas Kazmi,Mansoor Khan,"House 64, Street 29, North Nazimabad, Karachi",33848135,2025-01-21,5,Farmhouse
REG-570210,Waqas Kazmi,Asad Cheema,"House 21, Street 2, Clifton Block 2, Karachi",338879040,2021-05-15,80,Apartment
REG-558326,Haji Mansoor Bukhari,Usman Kazmi,"House 291, Street 15, Shah Rukn-e-Alam, Multan",35301110,2025-03-05,10,Residential House
REG-248950,Chaudhary Khadija Sial,Adnan Warraich,"House 190, Street 10, I-8/4, Islamabad",26320868,2023-04-21,7,Apartment
REG-184025,Mian Khadija Sial,Amna Warraich,"House 122, Street 40, E-11/2, Islamabad",20061860,2022-11-14,7,Residential Plot
REG-883247,Farah Khattak,Noman Dar,"House 194, Street 7, Clifton Block 2, Karachi",25519950,2023-06-07,5,Commercial Plaza
REG-561094,Adnan Zaidi,Maryam Niazi,"House 297, Street 32, Wapda Town, Lahore",93568800,2024-09-08,20,Farmhouse
REG-248823,زینب Awan,Hamza Zaidi,"House 227, Street 35, G-13/1, Islamabad",226148560,2025-06-06,40,Residential Plot
REG-673124,Rauf Awan,Kamran Khan,"House 311, Street 28, Johar Town, Lahore",15496143,2021-06-12,3,Residential Plot
REG-845903,Syed Salman Niazi,Nasir Ansari,"House 375, Street 18, E-11/2, Islamabad",256942360,2021-09-06,40,Residential House
REG-924003,Mian Salman Niazi,Ali Virk,"House 5, Street 35, F-8/3, Islamabad",186911760,2025-01-25,80,Commercial Plaza
REG-751889,Z. Saddozai,Danish Bukhari,"House 265, Street 4, E-11/2, Islamabad",132408140,2025-12-01,20,Farmhouse
REG-444519,Z. Saddozai,Rehan Abbasi,"House 39, Street 30, G-10/2, Islamabad",16495486,2023-01-15,7,Farmhouse
REG-384878,Muhammad Warraich,Rauf Khokhar,"House 93, Street 31, DHA Phase 6, Karachi",159669760,2023-11-27,40,Residential House
REG-981638,Muhammad Warraich,Tooba Shirazi,"House 80, Street 22, Clifton Block 2, Karachi",445855760,2023-11-05,80,Apartment
REG-962577,Shoaib Bhatti,Junaid Kazmi,"House 280, Street 10, D Ground, Faisalabad",41472880,2023-04-03,5,Residential House
REG-829605,Syed Atif Cheema,Ayesha Lodhi,"House 115, Street 25, Madina Town, Faisalabad",150064400,2024-12-20,80,Apartment
REG-602659,Mian Atif Cheema,Nasir Butt,"House 3, Street 37, Madina Town, Faisalabad",138505600,2021-08-23,20,Apartment
REG-190995,H.Kakar,Nadeem Sheikh,"House 191, Street 2, DHA Phase 6, Karachi",24567525,2025-05-18,5,Commercial Plaza
REG-299429,H.Kakar,Kashif Orakzai,"House 397, Street 13, Gulshan-e-Iqbal, Karachi",47645479,2025-03-09,7,Residential House
REG-724836,Saad Sheikh,Laiba Rizvi,"House 384, Street 22, Model Town, Lahore",177248720,2025-07-13,80,Residential Plot
REG-364461,Saad Sheikh,Hina Yousafzai,"House 136, Street 20, Gulberg III, Lahore",87529000,2025-12-11,10,Commercial Plaza
REG-923690,Sardar Waqas Ansari,Jawad Ansari,"House 226, Street 39, E-11/2, Islamabad",25189595,2025-10-24,5,Residential House
REG-276850,Malik Waqas Ansari,Tooba Tareen,"House 367, Street 1, F-8/3, Islamabad",27382446,2024-09-11,7,Farmhouse
REG-564924,E.Gondal,Hussain Bangash,"House 267, Street 29, DHA Phase 6, Karachi",235926720,2024-05-15,40,Residential Plot
REG-403215,E.Gondal,Ayesha Gilani,"House 351, Street 3, DHA Phase 6, Karachi",31720500,2021-09-09,7,Apartment
REG-437186,Ibrahim Tareen,Rabia Chaudhry,"House 186, Street 18, Wapda Town, Lahore",63097900,2025-03-20,20,Apartment
REG-285221,Ibrahim Tareen,Hina Shirazi,"House 151, Street 28, Model Town, Lahore",55097910,2026-01-31,7,Residential Plot
REG-847152,Nadia Rizvi,Rashid Siddiqui,"House 64, Street 4, DHA Phase 6, Karachi",317109840,2024-07-25,40,Residential Plot
REG-671409,Nadia Rizvi,Arsalan Mehsud,"House 4, Street 33, North Nazimabad, Karachi",10577640,2026-02-01,5,Farmhouse
REG-711544,Chaudhary Usman Kayani,Pervez Siddiqui,"House 295, Street 33, Johar Town, Lahore",20713925,2021-06-27,5,Farmhouse
REG-507527,Nadeem Kayani,Rida Bukhari,"House 102, Street 15, North Nazimabad, Karachi",56577100,2022-10-13,20,Commercial Plaza
REG-629713,Mian Lubna Zaidi,Faisal Virk,"House 207, Street 10, F-8/3, Islamabad",166143980,2023-12-14,20,Residential House
REG-618199,F. Wazir,Imran Dar,"House 388, Street 38, Gulberg III, Lahore",121085300,2024-12-02,20,Residential House
REG-990622,Sana Kazmi,Hussain Zaidi,"House 333, Street 16, E-11/2, Islamabad",53214042,2021-06-17,7,Residential House
REG-656475,Sardar Ahmed Ansari,Babar Durrani,"House 70, Street 12, Bahria Phase 4, Rawalpindi",84260760,2024-07-23,10,Residential Plot
REG-488688,U. Malik,Javeria Virk,"House 191, Street 25, Peoples Colony, Faisalabad",40244170,2021-05-16,10,Apartment
REG-263607,Umar Sandhu,Ubaid Mughal,"House 66, Street 31, North Nazimabad, Karachi",614380480,2021-07-05,80,Commercial Plaza
REG-254347,Umar Sandhu,Tariq Ansari,"House 368, Street 16, Clifton Block 2, Karachi",32730908,2022-09-25,7,Commercial Plaza
REG-608812,Mahnoor Kazmi,Sufyan Zaidi,"House 156, Street 9, University Town, Peshawar",25997505,2023-08-27,5,Farmhouse
REG-959120,Talha Khan,Ehsan Khan,"House 134, Street 6, Gulberg III, Lahore",9905440,2023-07-12,5,Residential House
REG-748694,Rauf Sial,Atif Shirazi,"House 208, Street 4, Gulgasht, Multan",17161270,2022-11-05,7,Residential Plot
REG-594239,Rana Rauf Tarar,Yousuf Tareen,"House 355, Street 25, Peoples Colony, Faisalabad",10746525,2024-07-13,5,Residential House
REG-273496,Sardar Rauf Tarar,Kashif Ansari,"House 271, Street 23, Madina Town, Faisalabad",14143710,2023-02-18,7,Residential Plot
REG-944604,N. Mughal,Wajahat Yousafzai,"House 174, Street 2, North Nazimabad, Karachi",33900325,2023-09-01,5,Commercial Plaza
REG-844013,Rabia Siddiqui,Hafsa Kayani,"House 298, Street 30, North Nazimabad, Karachi",36210665,2025-02-20,5,Commercial Plaza
REG-575635,S.Khan,Bushra Mehsud,"House 159, Street 36, University Town, Peshawar",79209280,2021-08-02,40,Residential Plot
REG-297499,S.Khan,Hina Cheema,"House 308, Street 35, Gulbahar, Peshawar",219827920,2025-11-25,40,Residential House
REG-920268,Ubaid Hashmi,Laiba Mughal,"House 74, Street 25, North Nazimabad, Karachi",147635280,2024-03-19,40,Residential House
REG-207328,Ubaid Hashmi,Nadeem Kazmi,"House 373, Street 20, Gulshan-e-Iqbal, Karachi",273224560,2024-02-10,80,Commercial Plaza
REG-682487,Chaudhary Zeeshan Rizvi,Mahnoor Kakar,"House 177, Street 33, Gulgasht, Multan",59247650,2021-04-13,10,Farmhouse
REG-100932,W.Abbasi,Amna Khan,"House 360, Street 22, D Ground, Faisalabad",20466600,2021-05-26,7,Apartment
REG-701089,Noor Durrani,Hussain Janjua,"House 244, Street 1, Model Town, Lahore",118886580,2021-10-28,20,Apartment
REG-248125,Mian Saqib Sial,Mahnoor Hashmi,"House 56, Street 26, University Town, Peshawar",32486945,2021-08-31,5,Apartment
REG-191401,L.Gilani,Sajid Naqvi,"House 99, Street 14, I-8/4, Islamabad",5589438,2021-12-10,3,Apartment
REG-526128,U. Mughal,Nadia Malik,"House 342, Street 23, Westridge, Rawalpindi",27819253,2025-08-17,7,Apartment
REG-816934,U. Mughal,Obaid Zaidi,"House 14, Street 37, Bahria Phase 4, Rawalpindi",175453900,2022-08-21,20,Farmhouse
REG-265460,Muhammad Sheikh,Zeeshan Wazir,"House 295, Street 31, E-11/2, Islamabad",111063080,2021-06-24,40,Commercial Plaza
REG-145362,Muhammad Sheikh,Wajahat Awan,"House 334, Street 22, G-10/2, Islamabad",43388695,2025-11-25,5,Commercial Plaza
REG-484054,U.Orakzai,Ayesha Khattak,"House 281, Street 11, University Town, Peshawar",60115671,2026-01-31,7,Residential Plot
REG-952543,Syed Bilal Gilani,Jawad Khokhar,"House 82, Street 25, Satellite Town, Rawalpindi",20669255,2021-11-02,5,Farmhouse
REG-799860,Waseem Rajput,Pervez Malik,"House 239, Street 28, University Town, Peshawar",20955955,2023-05-30,5,Farmhouse
REG-619657,E. Abbasi,Sadia Warraich,"House 275, Street 12, Gulshan-e-Iqbal, Karachi",609680720,2022-10-22,80,Apartment
REG-442123,E. Abbasi,Mustafa Rajput,"House 4, Street 30, Clifton Block 2, Karachi",354533000,2022-11-12,40,Farmhouse
REG-702929,Ayesha Virk,Naveed Virk,"House 225, Street 22, F-8/3, Islamabad",19410524,2024-02-15,7,Farmhouse
REG-235131,Farhan Khattak,Yasir Mirza,"House 195, Street 40, Gulgasht, Multan",512094960,2025-04-25,80,Residential House
REG-155601,Farhan Khattak,Amna Raja,"House 144, Street 6, Shah Rukn-e-Alam, Multan",34020126,2021-06-05,7,Residential Plot
REG-581643,Anas قریشی,Sajid Zaidi,"House 159, Street 26, Gulbahar, Peshawar",22689860,2022-03-21,5,Residential House
REG-352944,N.Orakzai,Babar Hashmi,"House 156, Street 30, Peoples Colony, Faisalabad",62502490,2024-06-09,10,Farmhouse
REG-633949,M. Yousafzai,Rehan Bukhari,"House 151, Street 39, Westridge, Rawalpindi",33371303,2024-12-21,7,Residential House
REG-723782,Faisal Butt,Faisal Saddozai,"House 183, Street 11, G-10/2, Islamabad",28140480,2023-04-14,5,Commercial Plaza
REG-661292,عائشہ Lodhi,Zeeshan Abbasi,"House 199, Street 9, Cantt, Multan",253601840,2024-05-01,40,Residential House
REG-995878,A.Chaudhry,Junaid Bangash,"House 212, Street 11, North Nazimabad, Karachi",17898440,2024-09-25,5,Residential House
REG-731479,Shoaib Bangash,Ali Bhatti,"House 146, Street 9, Hayatabad Phase 3, Peshawar",15268525,2022-12-28,5,Commercial Plaza
REG-128687,Chaudhary Fahad Kazmi,Usman Dar,"House 264, Street 26, North Nazimabad, Karachi",25433895,2023-01-02,5,Commercial Plaza
REG-442157,Malik Fahad Kazmi,Naveed Sandhu,"House 69, Street 3, DHA Phase 6, Karachi",54519330,2023-06-10,10,Farmhouse
REG-598218,J.Rajput,Mehwish Shirazi,"House 171, Street 40, Bahria Phase 4, Rawalpindi",25772885,2022-09-09,5,Apartment
REG-398766,N. Wazir,Ayesha Bhatti,"House 38, Street 26, Westridge, Rawalpindi",133284000,2024-04-13,20,Residential House
REG-159706,A. Raja,Mustafa Rajput,"House 350, Street 39, DHA Phase 6, Karachi",13795620,2021-03-27,5,Commercial Plaza
REG-935347,M. Rizvi,Hina Rizvi,"House 217, Street 17, Bahria Phase 4, Rawalpindi",136208920,2021-12-19,20,Residential House
REG-234486,M. Rizvi,Noman Hashmi,"House 48, Street 31, Satellite Town, Rawalpindi",257478720,2026-03-16,80,Residential Plot
REG-381888,K. Yousafzai,Rauf Bangash,"House 348, Street 24, Gulshan-e-Iqbal, Karachi",87684760,2025-05-03,40,Apartment
REG-654531,K. Yousafzai,Amna Sial,"House 130, Street 31, Gulshan-e-Iqbal, Karachi",37714340,2022-06-06,20,Commercial Plaza
REG-727613,Haji Adnan Raja,Waqas Mehsud,"House 286, Street 16, Peoples Colony, Faisalabad",26184555,2022-05-02,5,Residential House
REG-381722,Haji Mubashir Khattak,Nasir Bukhari,"House 213, Street 2, B-17, Islamabad",49719705,2021-07-05,7,Commercial Plaza
REG-903361,H. Raja,Shahzad Orakzai,"House 299, Street 14, Model Town, Lahore",551673280,2021-09-22,80,Commercial Plaza
REG-176193,Sajid Mehsud,Taimoor Tareen,"House 252, Street 22, Westridge, Rawalpindi",22114253,2025-07-08,7,Residential House
REG-215392,Mian Hafsa Yousafzai,Ayesha Sial,"House 188, Street 16, E-11/2, Islamabad",17931690,2022-06-25,7,Residential Plot
REG-214458,N. Gondal,Imran Khattak,"House 139, Street 19, Chaklala Scheme 3, Rawalpindi",212884440,2023-04-29,40,Farmhouse
REG-336998,S.Janjua,Asad Rajput,"House 225, Street 20, Model Town, Lahore",311658320,2023-12-24,40,Commercial Plaza
REG-796409,S.Janjua,Rida Saddozai,"House 2, Street 14, Model Town, Lahore",42084371,2025-07-28,7,Apartment
REG-659651,M. Kakar,Mubashir Niazi,"House 304, Street 17, Model Town, Lahore",241408640,2025-02-07,40,Residential Plot
REG-966840,M. Kakar,Yousuf Naqvi,"House 236, Street 36, Gulberg III, Lahore",32801105,2023-11-10,5,Residential Plot
REG-576348,Saad Sial,Sadia Qureshi,"House 292, Street 9, D Ground, Faisalabad",16442958,2022-08-15,7,Residential Plot
REG-119116,Rana Uzma Mehsud,Nadeem Zaidi,"House 78, Street 19, F-8/3, Islamabad",34636770,2022-04-02,7,Farmhouse
REG-486636,Sardar Uzma Mehsud,Farah Dar,"House 332, Street 10, B-17, Islamabad",33119990,2021-02-02,5,Apartment
REG-938465,R.Tareen,Ahmed Kayani,"House 344, Street 7, DHA Phase 6, Karachi",23522925,2021-03-28,5,Farmhouse
REG-369187,F. Bangash,Talha Shirazi,"House 43, Street 21, Satellite Town, Rawalpindi",10839285,2023-11-05,5,Farmhouse
REG-734705,M. Gill,Kinza Saddozai,"House 33, Street 29, Hayatabad Phase 3, Peshawar",35383971,2021-03-03,7,Residential House
REG-100928,H. Tareen,Ali Durrani,"House 64, Street 5, D Ground, Faisalabad",12569598,2022-09-16,3,Residential Plot
REG-301974,Zeeshan Gill,Khadija Niazi,"House 300, Street 12, Gulgasht, Multan",120081560,2024-07-09,20,Residential Plot
REG-786613,Zeeshan Gill,Ayesha Cheema,"House 115, Street 34, Shah Rukn-e-Alam, Multan",116362080,2025-09-02,40,Residential House
REG-821518,F. Zaidi,Asad Chaudhry,"House 116, Street 15, Shah Rukn-e-Alam, Multan",24734820,2024-06-11,5,Farmhouse
REG-972125,Maryam Sheikh,Sufyan Lodhi,"House 186, Street 21, Gulberg III, Lahore",98245840,2024-11-19,40,Apartment
REG-440199,Maryam Sheikh,Ehsan Shirazi,"House 226, Street 26, Wapda Town, Lahore",98840040,2025-06-24,40,Apartment
REG-455382,Sardar Danish Zaidi,Zafar Joiya,"House 262, Street 2, Johar Town, Lahore",23976063,2024-12-19,3,Residential House
REG-158294,Mian Kamran Sandhu,Babar Niazi,"House 281, Street 3, B-17, Islamabad",39943946,2022-11-13,7,Farmhouse
