meter_ref_no,consumer_name,installation_address,avg_monthly_bill_pkr,connection_type
MTR-71560611,Y.Sheikh,مکان 316 گلی 24 G-10/2 اسلام آباد,251109,Domestic
MTR-76203853,N.Chaudhry,مکان 303 گلی 23 Model Town لاہور,13088,Domestic
MTR-75077881,Z.Qureshi,مکان 237 گلی 28 Chaklala Scheme 3 راولپنڈی,23448,Domestic
MTR-27066650,F. Siddiqui,H#14 St-27 F-8/3 Islamabad,24352,Commercial
MTR-44653835,Mustafa Mughal,"House 279, Street 1, Clifton Block 2, Karachi",15250,Commercial
MTR-19191117,Noor Qureshi,"House 238, Street 6, DHA Phase 5, Lahore",146798,Domestic
MTR-27791510,بلال Khokhar,"171-6 Cantt, Multan",4762,Domestic
MTR-49574590,Maryam Naqvi,"229-28 Shah Rukn-e-Alam, Multan",49315,Domestic
MTR-39486352,Nadia Khan,"House 344, Street 13, Johar Town, Lahore",16901,Domestic
MTR-38187402,Mansoor Sial,"House 41, Street 23, Hayatabad Phase 3, Peshawar",12355,Domestic
MTR-72685587,علی بٹ,"207-27 I-8/4, Islamabad",173906,Domestic
MTR-21039496,F.Sheikh,مکان 342 گلی 30 North Nazimabad کراچی,288381,Domestic
MTR-39321196,زینب Kakar,"367-37 Peoples Colony, Faisalabad",26222,Domestic
MTR-36927712,S.Ansari,مکان 313 گلی 39 I-8/4 اسلام آباد,6249,Domestic
MTR-24838554,Mian Mansoor Shirazi,"House No. 328, Gali 15, Madina Town, Faisalabad",304483,Domestic
MTR-75254875,Pervez Virk,"384-19 D Ground, Faisalabad",53458,Commercial
MTR-36294400,I. Sheikh,H#293 St-18 NorthNazimabad Karachi,298995,Domestic
MTR-99242793,K. Bangash,H#85 St-28 UniversityTown Peshawar,59890,Domestic
MTR-26401026,Zainab Mughal,"House 211, Street 4, G-10/2, Islamabad",9004,Domestic
MTR-65730429,Tariq Janjua,"House 293, Street 33, Wapda Town, Lahore",10327,Commercial
MTR-92193709,S. Malik,H#258 St-38 Gulgasht Multan,14548,Domestic
MTR-22302665,N.Niazi,مکان 83 گلی 8 Peoples Colony Faisalabad,202864,Commercial
MTR-42945634,A.Sandhu,مکان 277 گلی 12 Clifton Block 2 کراچی,32224,Domestic
MTR-44555636,S. Rajput,H#93 St-13 Cantt Multan,364920,Domestic
MTR-33747952,W.Kazmi,مکان 85 گلی 39 Gulshan-e-Iqbal کراچی,300621,Domestic
MTR-79455882,M. Bukhari,H#341 St-4 ShahRukn-e-Alam Multan,323256,Domestic
MTR-11222996,K.Sial,مکان 219 گلی 3 I-8/4 اسلام آباد,351675,Domestic
MTR-24349717,J. Zaidi,H#171 St-25 PeoplesColony Faisalabad,9087,Domestic
MTR-98444752,F.Khattak,مکان 150 گلی 3 DHA Phase 6 کراچی,59876,Commercial
MTR-14426070,N.Kayani,مکان 14 گلی 18 Madina Town Faisalabad,16832,Commercial
MTR-57551178,Mian Adnan Zaidi,"House No. 198, Gali 10, DHA Phase 5, Lahore",302244,Domestic
MTR-57947404,Z. Awan,H#294 St-15 G-13/1 Islamabad,205215,Domestic
MTR-50879304,Syed Rauf Awan,"House No. 246, Gali 10, Model Town, Lahore",52187,Domestic
MTR-39364667,S. Niazi,H#58 St-38 F-8/3 Islamabad,438078,Domestic
MTR-94556704,Rehan Rajput,"1-22 Shah Rukn-e-Alam, Multan",30238,Domestic
MTR-85954462,Zeeshan Warraich,"85-24 DHA Phase 5, Lahore",54625,Commercial
MTR-46441977,Qasim Bhatti,"House 99, Street 19, Cantt, Multan",10120,Commercial
MTR-79508381,Zafar Saddozai,"65-17 G-13/1, Islamabad",234827,Domestic
MTR-73950670,M.Warraich,مکان 50 گلی 18 DHA Phase 6 کراچی,239601,Commercial
MTR-94275348,S. Bhatti,H#202 St-25 PeoplesColony Faisalabad,336920,Domestic
MTR-59597415,Mian Kinza Bukhari,"House No. 160, Gali 33, North Nazimabad, Karachi",17247,Domestic
MTR-75091955,A.Cheema,مکان 161 گلی 4 Madina Town Faisalabad,400196,Domestic
MTR-34194899,L. Khattak,H#264 St-38 SatelliteTown Rawalpindi,27601,Commercial
MTR-96746347,Malik Muhammad Sheikh,"House No. 336, Gali 37, G-13/1, Islamabad",8020,Domestic
MTR-42132516,A. Sial,H#8 St-20 JoharTown Lahore,4239,Domestic
MTR-70919115,Y.Sandhu,مکان 196 گلی 9 Model Town لاہور,58839,Commercial
MTR-50901860,Mansoor Afridi,"312-23 Wapda Town, Lahore",6768,Commercial
MTR-68968288,Waqas Ansari,"House 78, Street 19, F-8/3, Islamabad",215408,Domestic
MTR-24527112,N.Awan,مکان 314 گلی 5 University Town Peshawar,30028,Domestic
MTR-26150689,Rana Salman Sandhu,"House No. 129, Gali 35, Gulbahar, Peshawar",8754,Commercial
MTR-40629307,Ahmed Qureshi,"House 247, Street 32, North Nazimabad, Karachi",18555,Domestic
MTR-41751724,S. Khan,H#229 St-9 UniversityTown Peshawar,8057,Domestic
MTR-26776283,R.Durrani,مکان 28 گلی 14 F-8/3 اسلام آباد,14801,Commercial
MTR-19632593,J. Sandhu,H#90 St-20 WapdaTown Lahore,54548,Domestic
MTR-97951749,I. Tareen,H#17 St-28 DHAPhase5 Lahore,286468,Domestic
MTR-35141075,Haris چوہدری,"100-10 F-8/3, Islamabad",16524,Commercial
MTR-38369260,Nadia Rizvi,"38-31 DHA Phase 6, Karachi",279134,Commercial
MTR-83226985,U. Kayani,H#17 St-25 JoharTown Lahore,227420,Commercial
MTR-12580320,Syed Sufyan Rajput,"House No. 264, Gali 5, Madina Town, Faisalabad",32944,Domestic
MTR-14588975,N. Kayani,H#273 St-14 CliftonBlock2 Karachi,408312,Domestic
MTR-65550623,Lubna Zaidi,"House 329, Street 21, G-10/2, Islamabad",352539,Commercial
MTR-47923252,فاطمہ Wazir,"377-25 Wapda Town, Lahore",344638,Domestic
MTR-29737115,J. Shirazi,H#162 St-31 I-8/4 Islamabad,32076,Commercial
MTR-36604210,H.Awan,مکان 120 گلی 3 Model Town لاہور,22263,Domestic
MTR-46568802,Malik Shahzad Dar,"House No. 333, Gali 15, Gulbahar, Peshawar",45398,Domestic
MTR-65875659,A.Siddiqui,مکان 282 گلی 32 Gulgasht Multan,40984,Commercial
MTR-11088189,Sana Kazmi,"House 296, Street 36, B-17, Islamabad",46324,Commercial
MTR-94786799,A.Ansari,مکان 2 گلی 2 Bahria Phase 4 راولپنڈی,142767,Domestic
MTR-99397616,Usman Malik,"House 306, Street 36, D Ground, Faisalabad",320376,Domestic
MTR-33722925,U.Sandhu,مکان 148 گلی 4 Clifton Block 2 کراچی,214895,Domestic
MTR-92737428,M. Kazmi,H#248 St-18 HayatabadPhase3 Peshawar,38000,Domestic
MTR-83240534,Mahnoor Bhatti,"51-3 Gulbahar, Peshawar",6178,Domestic
MTR-32524500,Talha خان,"169-38 Gulberg III, Lahore",54182,Domestic
MTR-61442703,Rauf Sial,"217-18 Shah Rukn-e-Alam, Multan",17151,Commercial
MTR-92871113,Mubashir راجہ,"361-15 Cantt, Multan",58356,Domestic
MTR-79490666,M.Bukhari,مکان 241 گلی 3 Wapda Town لاہور,11870,Commercial
MTR-40015184,Rauf Tarar,"House 151, Street 36, Peoples Colony, Faisalabad",389883,Domestic
MTR-28249194,Nasir Mughal,"House 8, Street 34, North Nazimabad, Karachi",307299,Domestic
MTR-98093294,R.Siddiqui,مکان 315 گلی 5 North Nazimabad کراچی,385591,Domestic
MTR-83902307,U.Chaudhry,مکان 194 گلی 2 Madina Town Faisalabad,15948,Domestic
MTR-30980460,Sadia Khan,"House 189, Street 9, Gulbahar, Peshawar",138272,Domestic
MTR-82234661,Syed Ubaid Hashmi,"House No. 362, Gali 6, Gulshan-e-Iqbal, Karachi",378767,Commercial
MTR-29253448,Z.Rizvi,مکان 283 گلی 10 Gulgasht Multan,305775,Commercial
MTR-52801386,W. Abbasi,H#172 St-33 MadinaTown Faisalabad,15439,Commercial
MTR-28919276,N. Durrani,H#68 St-7 GulbergIII Lahore,203207,Domestic
MTR-62518541,Saqib Sial,"House 65, Street 1, Gulbahar, Peshawar",280343,Commercial
MTR-29171573,L. Gilani,H#26 St-5 B-17 Islamabad,18536,Domestic
MTR-33849797,Ubaid Mughal,"House 143, Street 31, Bahria Phase 4, Rawalpindi",430851,Commercial
MTR-35530167,Rana Muhammad Sheikh,"House No. 267, Gali 34, E-11/2, Islamabad",142359,Commercial
MTR-74622961,N.Tarar,مکان 278 گلی 24 E-11/2 اسلام آباد,4537,Commercial
MTR-74461670,Uzma Orakzai,"House 47, Street 8, Hayatabad Phase 3, Peshawar",35522,Domestic
MTR-67458700,Chaudhary Asad Wazir,"House No. 96, Gali 28, I-8/4, Islamabad",6748,Domestic
MTR-45255791,M. Rajput,H#259 St-37 DHAPhase5 Lahore,47566,Commercial
MTR-63431770,R. Naqvi,H#304 St-36 NorthNazimabad Karachi,45067,Domestic
MTR-41168570,Malik Waseem Rajput,"House No. 212, Gali 6, Hayatabad Phase 3, Peshawar",45240,Domestic
MTR-56082095,Maryam Raja,"House 19, Street 17, Satellite Town, Rawalpindi",13459,Domestic
MTR-39306350,Mian Mehwish Warraich,"House No. 36, Gali 30, Bahria Phase 4, Rawalpindi",21772,Domestic
MTR-51841640,Syed Mahnoor Zaidi,"House No. 154, Gali 35, Chaklala Scheme 3, Rawalpindi",53136,Domestic
MTR-18565781,Syed Khalid Afridi,"House No. 208, Gali 9, University Town, Peshawar",31405,Domestic
MTR-72780697,Rana Waseem Bangash,"House No. 185, Gali 29, E-11/2, Islamabad",48610,Domestic
MTR-27328446,Waqas Dar,"House 374, Street 1, Peoples Colony, Faisalabad",30584,Domestic
MTR-30103274,Chaudhary Saba Orakzai,"House No. 342, Gali 39, DHA Phase 5, Lahore",8504,Domestic
MTR-89358613,عائشہ Virk,"352-2 G-13/1, Islamabad",4575,Domestic
MTR-74633956,Luqman Sheikh,"House 91, Street 11, Gulgasht, Multan",42120,Domestic
MTR-89064021,Kinza Raja,"House 1, Street 6, Cantt, Multan",4859,Commercial
MTR-18429397,Ghulam Sheikh,"House 214, Street 4, F-8/3, Islamabad",50002,Commercial
MTR-24400694,Haji Farhan Khattak,"House No. 302, Gali 17, Gulgasht, Multan",288153,Domestic
MTR-55878515,A. Qureshi,H#361 St-13 UniversityTown Peshawar,331290,Commercial
MTR-27680042,U.Malik,مکان 25 گلی 1 Satellite Town راولپنڈی,10801,Commercial
MTR-98076074,Chaudhary Noman Orakzai,"House No. 2, Gali 18, Peoples Colony, Faisalabad",345524,Domestic
MTR-35030082,Malik Mehwish Orakzai,"House No. 33, Gali 5, University Town, Peshawar",5472,Commercial
MTR-57822937,M.Yousafzai,مکان 178 گلی 16 Chaklala Scheme 3 راولپنڈی,54107,Commercial
MTR-40965791,F.Butt,مکان 250 گلی 37 E-11/2 اسلام آباد,183535,Domestic
MTR-90466999,Malik Ayesha Lodhi,"House No. 65, Gali 14, Gulgasht, Multan",416606,Commercial
MTR-58337015,Ali Khan,"House 235, Street 25, North Nazimabad, Karachi",27901,Commercial
MTR-80735987,Ahmed Chaudhry,"House 195, Street 21, DHA Phase 6, Karachi",58624,Domestic
MTR-36351828,Malik Maryam Kayani,"House No. 322, Gali 12, Satellite Town, Rawalpindi",20976,Domestic
MTR-89431862,K.Khan,مکان 293 گلی 3 Cantt Multan,46799,Domestic
MTR-41315414,Fatima Kayani,"House 78, Street 8, Satellite Town, Rawalpindi",46298,Domestic
MTR-17974966,M.Khan,مکان 234 گلی 22 Gulberg III لاہور,12695,Domestic
MTR-10706205,Salman Mughal,"House 304, Street 28, D Ground, Faisalabad",41389,Domestic
MTR-47745793,Pervez Wazir,"House 5, Street 10, Hayatabad Phase 3, Peshawar",18210,Commercial
MTR-79798629,W. Khokhar,H#306 St-9 B-17 Islamabad,6561,Commercial
MTR-48241391,S. Bangash,H#4 St-12 Gulbahar Peshawar,312050,Domestic
MTR-74045238,Fahad Kazmi,"House 275, Street 24, DHA Phase 6, Karachi",220853,Domestic
MTR-33620771,J. Rajput,H#196 St-36 SatelliteTown Rawalpindi,6252,Commercial
MTR-28465630,M. Tareen,H#310 St-14 Gulbahar Peshawar,6963,Domestic
MTR-37885600,K. Rajput,H#170 St-20 ChaklalaScheme3 Rawalpindi,35532,Domestic
MTR-34801211,Waqas خان,"283-14 F-8/3, Islamabad",10259,Domestic
MTR-92266588,Malik Naveed Wazir,"House No. 130, Gali 6, Satellite Town, Rawalpindi",196326,Domestic
MTR-54156790,H. Saddozai,H#216 St-24 G-10/2 Islamabad,33127,Commercial
MTR-85134564,S. Saddozai,H#19 St-14 F-8/3 Islamabad,11083,Commercial
MTR-53483604,Madiha Joiya,"House 66, Street 7, Gulshan-e-Iqbal, Karachi",12829,Commercial
MTR-66837017,Ayesha Raja,"House 25, Street 27, Gulshan-e-Iqbal, Karachi",393231,Domestic
MTR-94753865,F. Bangash,H#119 St-29 Gulbahar Peshawar,5548,Domestic
MTR-29372444,Sardar Mehwish Rizvi,"House No. 394, Gali 5, Bahria Phase 4, Rawalpindi",242218,Commercial
MTR-70801845,Y.Niazi,مکان 82 گلی 38 Clifton Block 2 کراچی,53574,Domestic
MTR-17548033,Malik Kamran Yousafzai,"House No. 84, Gali 10, North Nazimabad, Karachi",338509,Commercial
MTR-19203076,Chaudhary Ayesha Sheikh,"House No. 286, Gali 24, Model Town, Lahore",53650,Domestic
MTR-27971580,A.Raja,مکان 202 گلی 24 D Ground Faisalabad,44196,Domestic
MTR-32571433,Mubashir Khattak,"221-26 E-11/2, Islamabad",22937,Domestic
MTR-47347669,Hamza Raja,"House 131, Street 14, Johar Town, Lahore",189449,Domestic
MTR-76500179,S. Mehsud,H#348 St-33 SatelliteTown Rawalpindi,299309,Domestic
MTR-35010572,Hafsa Yousafzai,"319-27 B-17, Islamabad",18357,Commercial
MTR-54479534,Nadeem Gondal,"123-9 Chaklala Scheme 3, Rawalpindi",189532,Domestic
MTR-66279011,Sardar Shoaib Janjua,"House No. 18, Gali 16, Johar Town, Lahore",333198,Commercial
MTR-71978681,H. Sandhu,H#190 St-30 ShahRukn-e-Alam Multan,37505,Commercial
MTR-83387785,N.Bukhari,مکان 138 گلی 22 Gulgasht Multan,43280,Commercial
MTR-20986325,S. Warraich,H#33 St-28 NorthNazimabad Karachi,42090,Domestic
MTR-62590888,Talha Tareen,"166-24 DHA Phase 6, Karachi",4203,Domestic
MTR-92896196,Haji Irfan Sheikh,"House No. 334, Gali 35, Shah Rukn-e-Alam, Multan",15872,Domestic
MTR-36670848,M.Kakar,مکان 110 گلی 4 Gulberg III لاہور,159838,Commercial
MTR-11399891,Asad Mehsud,"House 274, Street 8, G-10/2, Islamabad",22419,Domestic
MTR-78711219,Tariq Sandhu,"House 229, Street 6, Gulgasht, Multan",54555,Domestic
MTR-50073971,Saad Sial,"House 133, Street 18, Madina Town, Faisalabad",38467,Domestic
MTR-32032704,Uzma Mehsud,"271-27 B-17, Islamabad",191684,Domestic
MTR-73238682,Sardar Amna Sial,"House No. 209, Gali 13, Gulshan-e-Iqbal, Karachi",19352,Domestic
MTR-40854282,Haji Uzma Butt,"House No. 359, Gali 23, Gulbahar, Peshawar",14726,Domestic
MTR-44509181,A.Khattak,مکان 24 گلی 3 D Ground Faisalabad,45149,Domestic
MTR-98623720,Kamran Niazi,"House 238, Street 13, Chaklala Scheme 3, Rawalpindi",57899,Domestic
MTR-27998055,Farhan Bangash,"House 91, Street 2, Westridge, Rawalpindi",47297,Domestic
MTR-37389247,Mehwish Gill,"350-14 Gulbahar, Peshawar",220630,Domestic
MTR-64528455,H.Rajput,مکان 26 گلی 36 Clifton Block 2 کراچی,54655,Domestic
MTR-29774373,Hamza Tareen,"House 103, Street 25, Peoples Colony, Faisalabad",31987,Domestic
MTR-90969140,Lubna Tareen,"133-26 Wapda Town, Lahore",14771,Domestic
MTR-11122042,Rashid Dar,"House 73, Street 11, Bahria Phase 4, Rawalpindi",46444,Domestic
MTR-99177346,Malik Farhan Zaidi,"House No. 290, Gali 10, Gulgasht, Multan",22226,Domestic
MTR-41749826,Sardar Nimra Cheema,"House No. 336, Gali 4, Chaklala Scheme 3, Rawalpindi",35391,Commercial
MTR-94157626,D. Zaidi,H#335 St-36 DHAPhase5 Lahore,46065,Commercial
MTR-28368311,Kamran Sandhu,"369-18 E-11/2, Islamabad",155775,Domestic
MTR-83764275,Rabia Wazir,"House 370, Street 25, G-13/1, Islamabad",173706,Domestic
MTR-87073529,T. Sheikh,H#71 St-2 CliftonBlock2 Karachi,152625,Domestic
MTR-18846123,Z.Awan,مکان 46 گلی 10 Gulgasht Multan,47096,Domestic
MTR-60978383,M. Rajput,H#309 St-12 SatelliteTown Rawalpindi,3323,Domestic
MTR-33933362,Haji Ehsan Orakzai,"House No. 274, Gali 40, D Ground, Faisalabad",44032,Domestic
MTR-91158402,Malik Saba Mehsud,"House No. 355, Gali 20, D Ground, Faisalabad",12918,Domestic
MTR-13142978,Mian Owais Baig,"House No. 345, Gali 38, G-13/1, Islamabad",37585,Domestic
MTR-79888085,Mian Hamza Bukhari,"House No. 13, Gali 23, I-8/4, Islamabad",217146,Domestic
MTR-61956413,I. Rajput,H#26 St-1 B-17 Islamabad,30075,Domestic
MTR-18763692,Anas Warraich,"House 230, Street 38, Wapda Town, Lahore",7947,Commercial
MTR-76939759,Farhan Sial,"House 132, Street 22, Cantt, Multan",15806,Commercial
MTR-71963970,Y. Baig,H#379 St-25 G-13/1 Islamabad,26184,Commercial
MTR-37671752,Malik Sufyan Raja,"House No. 290, Gali 23, B-17, Islamabad",36994,Domestic
MTR-10415005,Mian Javeria Sandhu,"House No. 369, Gali 1, Madina Town, Faisalabad",36894,Commercial
MTR-98433300,Mehwish Warraich,"House 212, Street 28, Gulberg III, Lahore",12483,Domestic
MTR-78814754,S. Niazi,H#38 St-20 ShahRukn-e-Alam Multan,13569,Commercial
MTR-57297237,Yasir Tareen,"362-17 Peoples Colony, Faisalabad",21516,Domestic
MTR-32377620,Obaid Kayani,"389-36 G-13/1, Islamabad",380522,Domestic
MTR-33103553,Shahzad Shirazi,"House 371, Street 14, Shah Rukn-e-Alam, Multan",4292,Commercial
MTR-46218982,Malik Zeeshan Janjua,"House No. 5, Gali 37, Satellite Town, Rawalpindi",49751,Domestic
MTR-48480037,Sardar Usman Rajput,"House No. 266, Gali 23, Gulberg III, Lahore",59167,Domestic
MTR-74237618,S. Butt,H#22 St-20 SatelliteTown Rawalpindi,48913,Commercial
MTR-75090596,Rashid Durrani,"House 291, Street 4, Peoples Colony, Faisalabad",25554,Domestic
MTR-81761391,Noman Durrani,"171-26 University Town, Peshawar",25756,Commercial
MTR-41735390,Saba Mehsud,"House 2, Street 36, University Town, Peshawar",57212,Commercial
MTR-22859094,Sadia Niazi,"House 357, Street 21, Chaklala Scheme 3, Rawalpindi",41944,Commercial
MTR-45945798,Mian Bilal Dar,"House No. 98, Gali 27, Johar Town, Lahore",30964,Domestic
MTR-86821343,Zubair Ansari,"107-7 Model Town, Lahore",222556,Commercial
MTR-57177667,S.Bangash,مکان 292 گلی 18 Cantt Multan,9282,Commercial
MTR-53566685,S. Khattak,H#225 St-19 ShahRukn-e-Alam Multan,12024,Commercial
MTR-34666962,Waseem Sial,"House 93, Street 29, Gulshan-e-Iqbal, Karachi",21224,Commercial
MTR-21391341,Nimra Gondal,"House 9, Street 9, F-8/3, Islamabad",33374,Domestic
MTR-62266381,D. Malik,H#130 St-27 BahriaPhase4 Rawalpindi,269247,Domestic
MTR-60872376,Ubaid Sandhu,"225-28 Hayatabad Phase 3, Peshawar",15957,Domestic
MTR-73045373,Haji Mustafa Mughal,"House No. 111, Gali 18, Satellite Town, Rawalpindi",55095,Domestic
MTR-57782706,Rana Imran Joiya,"House No. 212, Gali 17, Gulbahar, Peshawar",228991,Domestic
MTR-49644096,Rana Atif Kayani,"House No. 319, Gali 39, Clifton Block 2, Karachi",42013,Commercial
MTR-66989263,Sardar Maryam Joiya,"House No. 323, Gali 10, Westridge, Rawalpindi",28505,Domestic
MTR-75445878,K.Orakzai,مکان 202 گلی 35 Model Town لاہور,284324,Commercial
MTR-69699745,H.Naqvi,مکان 121 گلی 23 Clifton Block 2 کراچی,11986,Commercial
MTR-89171958,Ubaid شیخ,"150-3 University Town, Peshawar",23832,Domestic
MTR-80649851,Javeria Gill,"House 377, Street 8, Chaklala Scheme 3, Rawalpindi",24052,Commercial
MTR-46530021,L. Saddozai,H#113 St-36 JoharTown Lahore,29952,Domestic
MTR-67361213,Adnan Abbasi,"House 91, Street 25, E-11/2, Islamabad",9483,Domestic
MTR-15488617,Fatima Shirazi,"House 7, Street 18, Madina Town, Faisalabad",7325,Domestic
MTR-68836922,H.Virk,مکان 351 گلی 23 Gulbahar Peshawar,13197,Domestic
MTR-18940797,Malik Anas Kayani,"House No. 94, Gali 26, D Ground, Faisalabad",390935,Commercial
MTR-42405969,S.Ansari,مکان 243 گلی 21 North Nazimabad کراچی,29459,Commercial
MTR-61637746,Malik Tariq Warraich,"House No. 43, Gali 10, Wapda Town, Lahore",18309,Commercial
MTR-57194515,A.Bukhari,مکان 37 گلی 21 DHA Phase 5 لاہور,279643,Domestic
MTR-92999429,D.Sial,مکان 343 گلی 10 Westridge راولپنڈی,9709,Domestic
MTR-59616685,عثمان Sial,"172-17 Clifton Block 2, Karachi",151446,Commercial
MTR-46758609,U. Dar,H#115 St-35 Cantt Multan,207802,Domestic
MTR-46215686,Lubna Mughal,"House 43, Street 12, B-17, Islamabad",15330,Commercial
MTR-80924181,Chaudhary Mubashir Khan,"House No. 57, Gali 34, G-13/1, Islamabad",42830,Domestic
MTR-26426126,N.Mehsud,مکان 199 گلی 12 G-10/2 اسلام آباد,369510,Domestic
MTR-30719741,S.Naqvi,مکان 327 گلی 26 Model Town لاہور,50804,Domestic
MTR-71277836,Noor Awan,"338-12 Chaklala Scheme 3, Rawalpindi",12481,Domestic
MTR-92277792,Fahad Mirza,"House 262, Street 37, Shah Rukn-e-Alam, Multan",300442,Commercial
MTR-84005658,O. Bukhari,H#314 St-18 DGround Faisalabad,40136,Domestic
MTR-23878248,F. Saddozai,H#30 St-15 PeoplesColony Faisalabad,250131,Commercial
MTR-97650227,Chaudhary Lubna Khan,"House No. 179, Gali 13, G-10/2, Islamabad",137354,Commercial
MTR-25810357,Malik Zeeshan Khan,"House No. 168, Gali 12, DHA Phase 5, Lahore",282849,Commercial
MTR-10948563,Rana Ghulam Zaidi,"House No. 214, Gali 40, Cantt, Multan",162160,Domestic
MTR-99794227,Kinza Sial,"House 388, Street 28, Westridge, Rawalpindi",9786,Domestic
MTR-29097063,Rana Ayesha Yousafzai,"House No. 110, Gali 31, DHA Phase 6, Karachi",436326,Commercial
MTR-73639004,S.Warraich,مکان 127 گلی 28 Clifton Block 2 کراچی,6663,Commercial
MTR-25581085,Rana Adnan Wazir,"House No. 103, Gali 15, Peoples Colony, Faisalabad",339822,Domestic
MTR-49555245,Rida Gondal,"House 237, Street 39, Johar Town, Lahore",197001,Domestic
MTR-93251842,Nasir Rajput,"49-3 North Nazimabad, Karachi",204991,Domestic
MTR-36743833,Zara Lodhi,"319-9 Satellite Town, Rawalpindi",30851,Domestic
MTR-91423269,J. Siddiqui,H#215 St-38 WapdaTown Lahore,334581,Domestic
MTR-92660935,Syed Madiha Durrani,"House No. 193, Gali 24, Westridge, Rawalpindi",288326,Domestic
MTR-84601840,Naveed Bhatti,"House 158, Street 40, DHA Phase 6, Karachi",52161,Commercial
MTR-61378273,F.Sial,مکان 5 گلی 29 Gulgasht Multan,26584,Domestic
MTR-12635603,Rashid Tareen,"House 217, Street 38, Madina Town, Faisalabad",273850,Commercial
MTR-73914650,Rana Nadia Khan,"House No. 235, Gali 20, D Ground, Faisalabad",177470,Commercial
MTR-18318441,N.Lodhi,مکان 100 گلی 39 G-13/1 اسلام آباد,378278,Domestic
MTR-89011887,U. Naqvi,H#106 St-26 ShahRukn-e-Alam Multan,5989,Domestic
MTR-46064199,Khadija Rizvi,"House 149, Street 21, I-8/4, Islamabad",261882,Commercial
MTR-93687772,A. Bhatti,H#17 St-11 SatelliteTown Rawalpindi,29209,Domestic
MTR-60629453,Sadia Shirazi,"279-12 G-10/2, Islamabad",353939,Domestic
MTR-27180035,Muhammad Zaidi,"House 285, Street 13, D Ground, Faisalabad",434369,Domestic
MTR-84052922,N.Shirazi,مکان 135 گلی 7 Shah Rukn-e-Alam Multan,45886,Domestic
MTR-87634074,J.Khan,مکان 109 گلی 3 G-10/2 اسلام آباد,274041,Commercial
MTR-78415419,U. Dar,H#199 St-19 I-8/4 Islamabad,54509,Commercial
